GEF ID,List of project's focal areas,GEF Phase,Title,Project start date,Open-Ended Response,TE,PIR,Mid-term evaluation,CEO-endorsed/approved document,Open-Ended Response,Countries,Administrative regions/ counties/ provinces,Municipalities/ cities/ towns,Ecosystems/ ecological units/ sites at intervention level,Response,Please provide the document/s and page number/s where these maps or images can be found.,Response,Please include any notes or comments you may have on the availability of project location information in the documents.,Village/ Site/ Smallest Geographical Unit of Intervention,Ecological Unit Name (if applicable; inc. target biome/ ecosystem if specified),"Type of ecological unit or intervention site (e.g. forest, mountain, wetland, watershed, corridor, protected area; include all available details)",Province/ State/ County/ District (include all available names),Municipality/ City,Country,Specific interventions at site,"Other location details/ comments (e.g. coordinates, WDPA ID)",Village/ Site/ Smallest Geographical Unit of Intervention,Ecological Unit Name (if applicable; inc. target biome/ ecosystem if specified),"Type of ecological unit or intervention site (e.g. forest, mountain, wetland, watershed, corridor, protected area; include all available details)",Province/ State/ County/ District (include all available names),Municipality/ City,Country,Specific interventions at site,"Other location details/ comments (e.g. coordinates, WDPA ID)",Village/ Site/ Smallest Geographical Unit of Intervention,Ecological Unit Name (if applicable; inc. target biome/ ecosystem if specified),"Type of ecological unit or intervention site (e.g. forest, mountain, wetland, watershed, corridor, protected area; include all available details)",Province/ State/ County/ District (include all available names),Municipality/ City,Country,Specific interventions at site,"Other location details/ comments (e.g. coordinates, WDPA ID)",Response,Village/ Site/ Smallest Geographical Unit of Intervention,Ecological Unit Name (if applicable; inc. target biome/ ecosystem if specified),"Type of ecological unit or intervention site (e.g. forest, mountain, wetland, watershed, corridor, protected area; include all available details)",Province/ State/ County/ District (include all available names),Municipality/ City,Country,Specific interventions at site,"Other location details/ comments (e.g. coordinates, WDPA ID)",Village/ Site/ Smallest Geographical Unit of Intervention,Ecological Unit Name (if applicable; inc. target biome/ ecosystem if specified),"Type of ecological unit or intervention site (e.g. forest, mountain, wetland, watershed, corridor, protected area; include all available details)",Province/ State/ County/ District (include all available names),Municipality/ City,Country,Specific interventions at site,"Other location details/ comments (e.g. coordinates, WDPA ID)",Village/ Site/ Smallest Geographical Unit of Intervention,Ecological Unit Name (if applicable; inc. target biome/ ecosystem if specified),"Type of ecological unit or intervention site (e.g. forest, mountain, wetland, watershed, corridor, protected area; include all available details)",Province/ State/ County/ District (include all available names),Municipality/ City,Country,Specific interventions at site,"Other location details/ comments (e.g. coordinates, WDPA ID)",Response,Village/ Site/ Smallest Geographical Unit of Intervention,Ecological Unit Name (if applicable; inc. target biome/ ecosystem if specified),"Type of ecological unit or intervention site (e.g. forest, mountain, wetland, watershed, corridor, protected area; include all available details)",Province/ State/ County/ District (include all available names),Municipality/ City,Country,Specific interventions at site,"Other location details/ comments (e.g. coordinates, WDPA ID)",Village/ Site/ Smallest Geographical Unit of Intervention,Ecological Unit Name (if applicable; inc. target biome/ ecosystem if specified),"Type of ecological unit or intervention site (e.g. forest, mountain, wetland, watershed, corridor, protected area; include all available details)",Province/ State/ County/ District (include all available names),Municipality/ City,Country,Specific interventions at site,"Other location details/ comments (e.g. coordinates, WDPA ID)",Village/ Site/ Smallest Geographical Unit of Intervention,Ecological Unit Name (if applicable; inc. target biome/ ecosystem if specified),"Type of ecological unit or intervention site (e.g. forest, mountain, wetland, watershed, corridor, protected area; include all available details)",Province/ State/ County/ District (include all available names),Municipality/ City,Country,Specific interventions at site,"Other location details/ comments (e.g. coordinates, WDPA ID)",Response
5410,M;B;C;L;M;,GEF - 5,Sustainable Forest Lands Management and Conservation under an Eco-social Approach,,"Refer to PD pp.152-3 Appendix 7 for the map of project intervention areas.  Imataca Forest Reserve (IFR), which is the project´s intervention area. It is located in the country’s southeast, covering the municipalities of Casacoima and Antonio Diaz of the Delta Amacuro State and the municipalities of Sifontes, Padre Pedro Chien, and Roscio and Piar of the Bolivar State.    Intervention Area   The intervention area is the IFR, selected for meeting the following criteria: a) significant area of forest ecosystems, covering 3,821,900 ha; b) high level of biodiversity and endemism; c) important carbon stocks; d) presence of fragile soils; e) presence of drivers of forest deforestation and land degradation as a result of economic activities (agriculture, silvicultural practices, illegal logging and gold mining) for which there is no detailed and updated information; and f) presence of vulnerable forest-dependent groups.   In the IFR, the ENF has been granted the concession over 599,400 ha, distributed in several management units. One of these units is Unit Imataca V (Unit V) where the ENF has been developing its core operations since 2012. Unit V has been selected as the project´s priority site for demonstration interventions given that it is the management unit for which sufficient baseline information has been generated for the project to build upon. Unit V covers an area of 167,320 ha and is representative of the RFI; its natural wealth includes diverse ecosystems, natural and mineral resources and it has an important cultural value given the presence of indigenous peoples.     Unit V is located in the area of influence of the Sifontes municipality, which has a population of 70,000 inhabitants, of which 82% is urban. The population is mainly engaged in logging and mining activities. Three communities belonging to the Kariña indigenous peoples are located inside the unit: La Esperanza with 43 families, Matupo I with 43 families and Botanamo with 37 families, totaling 123 families and 582 people (251 women and 285 men). The economy of these communities is based on the conuco system, hunting and fishing for subsistence, the exchange of products from the conuco and in a few cases their sale. Some members participate in mining activities.     Unit V has a Forest Land Use and Management Plan that divides it into zones: a) integral forestry production area (104,620 ha) for production of wood and non-wood goods and services and other feasible forest activities; b) areas for production of non-wood products (54,379 ha) for production of non-wood goods and services, and other activities that are viable with non-wood forest use; and c) forestry and mining area (8,320 ha) for forest harvesting with presence of alluvial gold mining. The unit is divided into harvesting units that have Forest Operational Plans. (refer to PD pp.38-9)  ",,,,CEO-endorsed/approved document,demonstration sites--SLM practices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5508,M;C;I;,GEF - 5,Transforming the Global Maritime Transport Industry towards a Low Carbon Future through Improved Energy Efficiency ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5510,M;B;L;,GEF - 5,R2R Strengthening the Management Effectiveness of the National System of Protected Areas,,Varirata-Sogeri Plateau Complex:  - The Varirata National Park  - Sirinumu Dam  - The Water District  - Sogeri Traditional Customary Land    YUS Conservation Area    Proposed Torricelli Mountain Range Conservation Area,,,,CEO-endorsed/approved document,PA - SLM/SFM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5517,M;B;C;L;I;,GEF - 5,"R2R Implementing an Integrated Ridge to Reef Approach to Enhance Ecosystem Services, to Conserve Globally Important Biodiversity and to Sustain Local Livelihoods in the FSM",,"The project will be implemented in the 4 states of Federal State of Micronesia (FSM).   Specific site interventions will be implemented in the targeted protected areas in 4 states of FSM (PD, p.86):  Yap State: Nimpal Channel/Reey/Riken/Tamil/Gargey Village Fat'earcheg Hillside/Gargey Village T'olo Mangrove Forest  Chuuk State: Parem/Oror/Ununo/Mwanukun and Neoch/Wichikuno (Tol)/ Winifurer/Winipot (Tol)/ Witipon  Pohnpei State: Dehpekh-Takaieu/Kehpara/Mwand (Dekehos)/ Nahtik/Namwen Na/Namwen Naningih/Nanwap/Pwudoi/Sapwitik/Enipein Mangrove Reserve/Pohnpei Watershed Forest Reserve (Phase I)/ Senpehn Mangrove Reserve/Palikir Pass/Peniou Island/Awak Watershed Basin/Pohnpei Watershed Forest Reserve (Phase II)  Kosrae State: Awane/Tafunsak/Tukasungai/Utwe Biosphere Reserve incl. Utwe-Walung MPA/Olum Watershed/Yela Ka Forest/Pikensukar/Tukunsruh Mangrove Forest/Kuuplu Mangrove Forest/Tofol Watershed Area  ",,,,CEO-endorsed/approved document,Communities within the targeted PA (protected area): Sustainable Land Management ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5531,M;B;C;L;M;,GEF - 5,Ecosystem Approach to Haiti Cote Sud,,"The project will take place in four main sites: La Cahouane, Port Salut-Pointe Abacou, Ile-a-Vache and surrounding islands (three sites located in Departement du Sud) and Jérémie-Abricots (located in Grand’Anse).    Refer to PD pp.50-62",,,,CEO-endorsed/approved document,protected area-ecosystem-based adaptation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5536,M;C;L;,GEF - 5,Energy Efficiency and Renewable Energy for Sustainable Water Management in Turkmenistan,,Akhal Velayat- testing and disseminating technology for both irrigation and solar-powered water pumping and purification,,,,CEO-endorsed/approved document,agricultural land - renewable energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5550,M;B;C;L;I;,GEF - 5,R2R Implementing a Ridge to Reef Approach to Protect Biodiversity and Ecosystem Functions,,"According to the PD, The whole of Tuvalu is considered within this R2R proposal. Only Component 2 focusing on integrated land and water management (LD and IW) are limited to one of, or all 3 islands of Funafuti, Nukufetau and Nanumea32, whilst other Components include all 9 islands of Tuvalu. (PD,p.33) ",,,,CEO-endorsed/approved document,"participants to capacity building trainings and recipients of knowledge products, beneficiaries of specific project interventions- sustainable land management; integrated land and water management; integrated costal management ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5560,M;B;C;M;,GEF - 5,Forest Conservation and Sustainability in the Heart of the Colombian Amazon,,"-The Natural Chiribiquete Mountain Ridge National Park (PNNSCH), a Protected Area, which occupies 2,782,353 hectares. The area was created in 1989 by Resolution 120 of the Ministry of Agriculture and expanded in 2013 through Resolution 1038 of the Ministry of Environment and Sustainable Development (MADS).    -An area known as the Ariari-Guayabero District of Integrated Management of Natural Renewable Resources (also known as “Restoration Zone for Southern Production”), located in the municipality of San Jose del Guaviare (Guaviare Department).    -Seven indigenous peoples reserves (resguardos). Six of the reserves are located along the Caqueta river between the departments of Caqueta and Amazonas. They are: (i) Puerto Zábalo-Los Monos, (ii) Monochoa, (iii) Aduche, (iv) Nonuya de Villazul, (v) Mesai and (vi) Mirití-Paraná. The seventh reserve, Yaguará II is spread over three municipalities in two departments, namely La Macarena, San Vicente del Caguan and San Jose del Guaviare.    -Areas in the Amazon Forest Reserve located in Caqueta and Guaviare Departments.    -Areas removed (areas sustraidas) from the Amazon Forest Reserve in the municipalities of Cartagena del Chaira and Calamar (in Caqueta Department) and San Jose del Guaviare municipality (Guaviare Department)",,,,CEO-endorsed/approved document,indigenous peoples reserves - SFM;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5660,M;B;C;M;,GEF - 5,Sustainable Forest Management to Secure Multiple Benefits in High Conservation Value Forests,,"PD, p.275-    For the project, seven landscapes have been selected to demonstrate approaches and good practices regarding sustainable forest management (SFM), biodiversity conservation, enhancing carbon mitigation and carbon stocks.     I.	Temperate Coniferous Forests in Khyber Pakhtunkhwa (KP)  1.	Siran Temperate Coniferous Forest Landscape  2.	Kaghan Temperate Coniferous Forests Landscape    II.	Sub Tropical Evergreen Thorn (Scrub) Forests in Punjab  3.	Salt Range Scrub Forest Landscape    III.	Riverine Forests in Punjab and Sindh  4.	Taunsa- Kotla Issan Riverine Forests Landscape   5.	Southern Punjab Riverine Forests Landscape  6.	Sukkur Riverine Forests Landscape:   7.	Dhingano-Lakhat Riverine Forests Landscape   ",,,,CEO-endorsed/approved document,communities within the project area-sustainable forest management; integrated natural resource management; sustainable livelihood ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5754,M;C;L;,GEF - 5,IDB-GEF Climate-Smart Agriculture Fund for Latin America and the Caribbean (PROGRAM),,**tentative list of countries where projects would financed (may or may not included GEF-funding):  -Paraguay  -Bolivia  -Chile  -Brazil  -Honduras,,,,CEO-endorsed/approved document,Unable to Assess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6940,M;B;L;M;,GEF - 6,Sustainable Forest and Land Management in the Dry Dipterocarp Forest Ecosystems of Southern Lao PDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6943,M;B;L;,GEF - 6,Conservation and Sustainable Use of Globally Important Agro-biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6947,M;B;C;M;,GEF - 6,Belarus Forestry Development Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6949,M;B;L;M;,GEF - 6,Conservation and Sustainable Use of Pamir Alay and Tian Shan Ecosystems for Snow Leopard Protection and Sustainable Community Livelihoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6993,M;C;I;,GEF - 6,"Integrated Solutions for Energy, Water, Energy and Land",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7993,M;B;C;L;M;,GEF - 6,Conservation-oriented Management of Forests and Wetlands to Achieve Multiple Benefits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8031,M;B;L;M;,GEF - 6,Sustainable Natural Resource Use and Forest Management in Key Mountainous Areas Important for Globally Significant Biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9037,M;C;L;M;,GEF - 6,Sustainable Forest and Land Management ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9133,M;B;C;L;M;,GEF - 6,Food-IAP: Climate-Smart Agriculture for Climate-Resilient Livelihoods (CSARL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9136,M;B;C;L;M;,GEF - 6,Niger: Food-IAP: Family Farming Development Programme (ProDAF),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9139,M;B;C;L;M;,GEF - 6,Food-IAP: Establishment of the Upper Tana Nairobi Water Fund (UTNWF) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9141,M;L;M;,GEF - 6,"GEF-IAP:Participatory Natural Resource Management and Rural Development Project in the North, Centre-North and East Regions (Neer Tamba project)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9212,M;B;L;M;,GEF - 6,Wildlife and Human-Elephant Conflicts Management ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9267,M;B;C;L;M;,GEF - 6,Rural Productivity and Ecosystems Services Enhanced in Central Dry Zone Forest Reserves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9340,M;B;C;L;M;,GEF - 6,"Food-IAP: Sustainable Land and Water Management Project, Second Additional Financing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
