"","dist_to_all_rivers.na.mean","dist_to_roads.na.mean","srtm_elevation_500m.na.mean","srtm_slope_500m.na.mean","accessibility_map.na.mean","gpw_v3_density.2000.mean","wdpa_5km.na.sum","treecover2000.na.mean","latitude","longitude","udel_precip_v4_01_yearly_max.2002.mean","udel_precip_v4_01_yearly_min.2002.mean","udel_precip_v4_01_yearly_mean.2002.mean","udel_air_temp_v4_01_yearly_max.2002.mean","udel_air_temp_v4_01_yearly_min.2002.mean","udel_air_temp_v4_01_yearly_mean.2002.mean","v4composites_calibrated.2002.mean","ltdr_yearly_ndvi_mean.2002.mean","treatment","iba_statescore","propensity","ML.prop","transOutcome","transProp","tree.pred","GEF_ID","Title"
"2406",6324.55517578125,9219.544921875,113,1.29120302200317,536,2.44530606269836,1,75,14.018192,104.522319,498.7,0,133.491666666667,30.4,25,27.8166666666667,0,2948.62304688,1,-1,0.892620558803109,0.892620558803109,-1.12029684969487,0.892620558803109,-0.722453047661766,1043,"Establishing Conservation Areas Landscape Management (CALM) in the Northern Plains"
"2407",2000,6000,137,0.0618744678795338,492,8.27720642089844,1,89,14.095557,105.343861,501.4,0,135.408333333333,30.2,25.1,27.5666666666667,0,3138.32519531,1,0,0.919437271510198,0.919437271510198,0,0.919437271510198,-0.722453047661766,1043,"Establishing Conservation Areas Landscape Management (CALM) in the Northern Plains"
"2408",4000,1000,119,0.665300726890564,272,3.11493992805481,1,54,-34.756149,117.974944,110.9,8.8,53.65,18.6,10.7,14.8333333333333,0,3192.86303711,1,0,0.949506548863465,0.949506548863465,0,0.949506548863465,1.0933157282911,1055,"Agulhas Biodiversity Initiative (ABI)"
"2409",5000,1000,105,2.62800335884094,363,1.31854295730591,1,75,-34.728576,19.806091,61.1,12.9,36.4166666666667,20.8,13.2,17.2583333333333,0,2711.91918945,1,-2,0.964747013081294,0.964747013081294,-2.073082344782,0.964747013081294,1.0933157282911,1055,"Agulhas Biodiversity Initiative (ABI)"
"2412",2000,1000,61,1.92448258399963,231,6.71498203277588,1,66,-32.258869,28.869194,129.9,32.5,86.9916666666667,22.6,16.4,19.5666666666667,0,1575.9765625,1,0,0.933428692924646,0.933428692924646,0,0.933428692924646,1.0933157282911,1056,"Conservation and Sustainable Use of Biodiversity on the South African Wild Coast"
"2413",1000,4472.1357421875,3,0.0309372432529926,376,71.9671096801758,1,0,13.501902,-15.841204,241.4,0,63.725,29.4,25.9,28.3333333333333,0,2014.24926758,1,-3,0.620814849541229,0.620814849541229,-4.83235863674483,0.620814849541229,-0.722453047661766,NA,""
"2426",4000,0,613,0.519970774650574,155,13.183159828186,0,90,2.324615,11.855243,233.6,21.7,146.633333333333,25.9,23.5,24.65,0,3360.50732422,1,-3,0.963163869541384,0.963163869541384,-3.11473477657386,0.963163869541384,1.0933157282911,1095,"Conservation of Transboundary Biodiversity in the Minkebe-Odzala-Dja Interzone in Gabon, Congo, and Cameroon"
"2429",1414.21362304688,0,160,0.138355299830437,130,39.8678398132324,1,0,45.000571,122.323768,88.2,0,27.95,24.9,-14.5,5.81666666666667,0,1717.18237305,1,-2,0.93244215386964,0.93244215386964,-2.14490517368824,0.93244215386964,1.0933157282911,1097,"Development of a Wetland Site and Flyway Network for Conservation of the Siberian Crane and Other Migratory Waterbirds in Asia"
"2433",2236.06787109375,0,127,0.0618744678795338,117,58.3840789794922,1,0,45.898802,123.781595,107.8,0,32.75,24.6,-16,5.51666666666667,8,2045.29162598,1,-2,0.952046609081627,0.952046609081627,-2.10073748587715,0.952046609081627,1.0933157282911,1097,"Development of a Wetland Site and Flyway Network for Conservation of the Siberian Crane and Other Migratory Waterbirds in Asia"
"2437",0,0,-21,0.176368877291679,38,506.199584960938,0,0,36.668269,52.534122,272.2,1.8,79.0333333333333,27.3,7.2,17.75,20,2040.97900391,1,-1,0.891525479029479,0.891525479029479,-1.12167293422574,0.891525479029479,1.0933157282911,1097,"Development of a Wetland Site and Flyway Network for Conservation of the Siberian Crane and Other Migratory Waterbirds in Asia"
"2438",0,0,-21,0.176368877291679,38,506.199584960938,0,0,36.668269,52.534122,272.2,1.8,79.0333333333333,27.3,7.2,17.75,20,2040.97900391,1,-1,0.891525479029479,0.891525479029479,-1.12167293422574,0.891525479029479,1.0933157282911,1097,"Development of a Wetland Site and Flyway Network for Conservation of the Siberian Crane and Other Migratory Waterbirds in Asia"
"2439",0,0,-21,0.176368877291679,38,506.199584960938,0,0,36.668269,52.534122,272.2,1.8,79.0333333333333,27.3,7.2,17.75,20,2040.97900391,1,-1,0.891525479029479,0.891525479029479,-1.12167293422574,0.891525479029479,1.0933157282911,1097,"Development of a Wetland Site and Flyway Network for Conservation of the Siberian Crane and Other Migratory Waterbirds in Asia"
"2442",NA,NA,NA,NA,NA,NA,1,0,5.146841,73.039668,NA,NA,NA,NA,NA,NA,0,573.389648438,1,-3,NA,NA,NA,NA,-0.722453047661766,1099,"Atoll Ecosystem-based Conservation of Globally Significant Biological Diversity in the Maldives' Baa Atoll"
"2445",2000,7615.77294921875,NA,NA,NA,177.701797485352,1,0,-3.426496,-80.279351,NA,NA,NA,NA,NA,NA,6,1575.54406738,1,-2,NA,NA,NA,NA,-0.722453047661766,1101,"Participatory Management of Protected Areas"
"2453",1000,6708.2041015625,324,1.11981129646301,820,186.835693359375,1,72,28.456182,81.455604,320.5,0,91.8916666666667,33.3,16.7,26.1,0,3419.13452148,1,0,0.936175882263389,0.936175882263389,0,0.936175882263389,-0.722453047661766,1107,"Landscape Level Biodiversity Conservation in Nepal's Western Terai Complex"
"2454",0,0,190,0.206376284360886,50,210.756805419922,1,0,28.869543,80.240067,394.7,0,107.366666666667,33.3,16.4,25.8666666666667,0,3270.03027344,1,-1,0.714276764842186,0.714276764842186,-1.40001754112909,0.714276764842186,1.0933157282911,1107,"Landscape Level Biodiversity Conservation in Nepal's Western Terai Complex"
"2455",440204.5,1000,1072,15.3187313079834,375,37.8644981384277,1,0,16.623005,-24.351637,NA,NA,NA,NA,NA,NA,5,1391.88317871,1,-3,NA,NA,NA,NA,1.0933157282911,1124,"Integrated Participatory Ecosystem Management In and Around Protected Areas, Phase I"
"2456",361112.15625,0,404,22.6412181854248,232,232.764602661133,1,0,15.184073,-23.682132,254.2,0,63.475,23,20.2,21.5,0,2062.79321289,1,-3,0.69070472386571,0.69070472386571,-4.3433900136222,0.69070472386571,1.0933157282911,1124,"Integrated Participatory Ecosystem Management In and Around Protected Areas, Phase I"
"2457",4242.640625,6082.7626953125,407,0.605036020278931,225,17.6708602905273,1,16,9.40877,18.019308,138.6,0,39.3083333333333,32.9,24.6,28.0666666666667,0,3054.22607422,1,-3,0.773237625259582,0.773237625259582,-3.8797905094089,0.773237625259582,-0.722453047661766,1125,"Conservation and Sustainable Use of Biodiversity in the Moyen-Chari"
"2460",3000,0,44,0.146747916936874,223,14.0056295394897,0,0,47.915704,134.418071,145,2.2,50.5666666666667,20.3,-21.3,2.175,0,1954.4921875,1,0,0.940799875709842,0.940799875709842,0,0.940799875709842,1.0933157282911,1126,"Sanjiang Plain Wetlands Protection Project"
"2461",NA,NA,NA,NA,NA,NA,1,0,18.234159,109.481002,NA,NA,NA,NA,NA,NA,44,2131.11206055,1,-3,NA,NA,NA,NA,-0.722453047661766,1128,"Biodiversity Management in the Coastal Area of China's South Sea"
"2462",0,1000,1517,5.82595443725586,203,118.277900695801,1,47,25.024434,100.502503,290,5.5,102.783333333333,23.3,10.9,17.6,9,2696.08789062,1,-3,0.925675777685215,0.925675777685215,-3.24087555526399,0.925675777685215,1.0933157282911,1128,"Biodiversity Management in the Coastal Area of China's South Sea"
"2463",3000,1000,29,0.287730604410172,54,348.629699707031,1,0,21.560169,109.701229,445.1,21.2,167.65,28.8,15.9,23.5583333333333,5,1695.59130859,1,0,0.709887774399821,0.709887774399821,0,0.709887774399821,1.0933157282911,1128,"Biodiversity Management in the Coastal Area of China's South Sea"
"2466",1000,1000,682,2.07396602630615,55,3.45603609085083,1,89,44.853906,15.587527,253.6,40.9,115.425,17.7,-2.9,8.7,0,3012.10498047,1,-1,0.970755827021396,0.970755827021396,-1.03012515831951,0.970755827021396,1.0933157282911,NA,""
"2469",NA,NA,NA,NA,NA,3.25465393066406,1,0,-8.638242,119.560915,NA,NA,NA,NA,NA,NA,0,1570.57470703,1,0,NA,NA,NA,NA,-0.722453047661766,1144,"Komodo National Park Collaborative Management Initiative"
"2470",2000,4472.1357421875,2293,17.9228248596191,284,62.646110534668,1,0,29.584755,51.910166,97.4,0,25.3,32.6,7.8,20.0666666666667,0,1837.74353027,1,-1,0.804152363297589,0.804152363297589,-1.24354543447376,0.804152363297589,-0.722453047661766,1145,"Conservation of Iranian Wetlands"
"2472",1000,12083.0458984375,1,0.131255388259888,152,107.475898742676,1,0,30.37723,48.664019,48.8,0,12.225,36.8,12,25.55,0,558.78717041,1,0,0.645883357662145,0.645883357662145,0,0.645883357662145,-0.722453047661766,1145,"Conservation of Iranian Wetlands"
"2473",0,5000,822,0.0875036790966988,42,62.646110534668,1,0,29.533182,51.794495,97.4,0,25.3,32.6,7.8,20.0666666666667,6,1532.75695801,1,-1,0.825544826195973,0.825544826195973,-1.21132126114568,0.825544826195973,-0.722453047661766,1145,"Conservation of Iranian Wetlands"
"2481",4000,4472.1357421875,143,2.40860939025879,106,54.3600082397461,1,0,34.477916,9.623558,31.6,2.5,14.225,29.5,11.5,21.075,0,895.524475098,1,-2,0.693715991875058,0.693715991875058,-2.88302421080731,0.693715991875058,-0.722453047661766,1173,"Protected Areas Management Project"
"2482",NA,NA,NA,NA,NA,NA,1,0,34.353964,10.300624,NA,NA,NA,NA,NA,NA,0,519.606811523,1,0,NA,NA,NA,NA,-0.722453047661766,1174,"Gulf of Gabes Marine and Coastal Resources Protection"
"2497",4123.10546875,1000,1324,5.01169633865356,68,1.5139240026474,1,78,51.949365,94.107782,53.7,3.2,22.4166666666667,20.5,-28.1,-0.858333333333333,0,2502.17041016,1,-2,0.99077571179459,0.99077571179459,-2.0186203357543,0.99077571179459,1.0933157282911,1177,"Biodiversity Conservation in the Russian Portion of the Altai-Sayan Ecoregion"
"2499",0,0,884,11.2641267776489,246,3.409343957901,1,85,51.041532,83.377098,150.8,22.2,61.5,16.4,-17.2,3.11666666666667,0,1620.69250488,1,-2,0.970972321023406,0.970972321023406,-2.05979095046911,0.970972321023406,1.0933157282911,1177,"Biodiversity Conservation in the Russian Portion of the Altai-Sayan Ecoregion"
"2507",4000,18867.962890625,4,0,104,NA,0,0,12.988177,103.953058,163.2,0,55.4583333333333,30.2,25.8,28.3,0,1064.37414551,1,-1,NA,NA,NA,NA,-0.722453047661766,1183,"Tonle Sap Conservation Project"
"2508",3162.27758789062,14422.205078125,5,0,171,10.0648498535156,1,0,12.81155,104.304631,151.2,0,54.1166666666667,30.8,26.1,28.7083333333333,0,2916.66674805,1,-1,0.569709628535296,0.569709628535296,-1.75528014608243,0.569709628535296,-0.722453047661766,1183,"Tonle Sap Conservation Project"
"2509",2828.42724609375,18027.755859375,8,0.109379552304745,242,32.6745681762695,1,67,12.624611,104.513054,235.2,0,66.55,31.1,26.7,28.875,0,3618.00537109,1,-1,0.839649446414671,0.839649446414671,-1.1909732142027,0.839649446414671,-0.722453047661766,1183,"Tonle Sap Conservation Project"
"2510",1414.21362304688,25079.873046875,6,0.0437518656253815,87,26.0962200164795,1,87,13.155829,103.635895,233.1,0,72.775,29.5,25,27.5166666666667,0,2424.69799805,1,-2,0.861281601738296,0.861281601738296,-2.32212089050023,0.861281601738296,-0.722453047661766,1183,"Tonle Sap Conservation Project"
"2512",9000,11704.7001953125,2,0.154685854911804,504,69.1593399047852,1,0,13.920268,-16.60753,NA,NA,NA,NA,NA,NA,0,2505.15136719,1,-3,NA,NA,NA,NA,-0.722453047661766,1189,"Integrated Marine and Coastal Resource Management"
"2513",2828.42724609375,0,251,0.480263948440552,279,0,1,1,12.307811,2.413176,187.1,0,58.475,33.9,24.4,28.9416666666667,0,2580.47143555,1,-2,0.728703919282798,0.728703919282798,-2.74459893391054,0.728703919282798,1.0933157282911,1197,"Enhancing the Effectiveness and Catalyzing the Sustainability of the W-Arly-Pendjari (WAP) Protected Area System"
"2514",1000,7000,272,0.612502872943878,777,6.26297807693481,1,6,11.896862,2.15662,258.4,0,76.8833333333333,33.5,24.9,28.675,0,2544.40649414,1,-2,0.81212258412684,0.81212258412684,-2.4626824066841,0.81212258412684,-0.722453047661766,1197,"Enhancing the Effectiveness and Catalyzing the Sustainability of the W-Arly-Pendjari (WAP) Protected Area System"
"2515",1000,7000,272,0.612502872943878,777,6.26297807693481,1,6,11.896862,2.15662,258.4,0,76.8833333333333,33.5,24.9,28.675,0,2544.40649414,1,-2,0.81212258412684,0.81212258412684,-2.4626824066841,0.81212258412684,-0.722453047661766,1197,"Enhancing the Effectiveness and Catalyzing the Sustainability of the W-Arly-Pendjari (WAP) Protected Area System"
"2516",0,17691.806640625,234,0.494983613491058,947,6.24841499328613,1,2,11.877223,2.649797,242.1,0,75.225,33.8,25,28.8,0,2498.53125,1,-2,0.821609409902881,0.821609409902881,-2.43424670639594,0.821609409902881,-0.722453047661766,1197,"Enhancing the Effectiveness and Catalyzing the Sustainability of the W-Arly-Pendjari (WAP) Protected Area System"
"2517",1000,1000,198,0.764048337936401,402,20.0401592254639,1,1,11.548023,1.441444,203.7,0,63.0583333333333,33.9,25.5,29.2916666666667,0,2495.03808594,1,-2,0.73631742177377,0.73631742177377,-2.71621985417926,0.73631742177377,1.0933157282911,1197,"Enhancing the Effectiveness and Catalyzing the Sustainability of the W-Arly-Pendjari (WAP) Protected Area System"
"2518",4000,15556.349609375,196,0.646331548690796,727,9.51962566375732,1,10,10.913612,1.252332,217.9,0,72.225,32.5,26.6,28.9,0,2561.44018555,1,-3,0.80955855063313,0.80955855063313,-3.70572332001656,0.80955855063313,-0.722453047661766,1197,"Enhancing the Effectiveness and Catalyzing the Sustainability of the W-Arly-Pendjari (WAP) Protected Area System"
"2519",0,17691.806640625,234,0.494983613491058,947,6.24841499328613,1,2,11.877223,2.649797,242.1,0,75.225,33.8,25,28.8,0,2498.53125,1,-2,0.821609409902881,0.821609409902881,-2.43424670639594,0.821609409902881,-0.722453047661766,1197,"Enhancing the Effectiveness and Catalyzing the Sustainability of the W-Arly-Pendjari (WAP) Protected Area System"
"2520",2236.06787109375,1414.21362304688,160,0.240633890032768,128,20.8630409240723,1,78,55.223699,25.7407,101.3,13.5,44.15,20.1,-9.7,6.78333333333333,0,2935.56298828,1,0,0.977836325265807,0.977836325265807,0,0.977836325265807,1.0933157282911,1200,"Conservation of Inland Wetland Biodiversity"
"2526",NA,NA,NA,NA,NA,NA,1,0,12.63046,-61.354069,NA,NA,NA,NA,NA,NA,0,503.98727417,1,-1,NA,NA,NA,NA,-0.722453047661766,1204,"OECS Protected Areas and Associated Sustainable Livelihoods"
"2527",2000,1000,1867,13.4392461776733,233,59.8416213989258,1,76,40.737171,44.926029,111.7,16.6,59.275,15.4,-7.6,5.89166666666667,0,2095.17211914,1,-3,0.966738985160167,0.966738985160167,-3.10321611732971,0.966738985160167,1.0933157282911,NA,""
"2532",2000,1000,584,17.7665405273438,228,18.2684097290039,1,0,29.780237,35.113456,12.5,0,4.18333333333333,27.7,7.3,18.4583333333333,0,912.741821289,1,-2,0.731460465349962,0.731460465349962,-2.73425577285727,0.731460465349962,1.0933157282911,1214,"Integrated Ecosystem and Natural Resource Management in the Jordan Rift Valley"
"2533",1000,3162.27758789062,-373,0.325205683708191,144,45.7828598022461,1,0,30.953206,35.421116,58.3,0,18.3666666666667,33.5,13.8,24.4583333333333,7,1139.80981445,1,-3,0.729848096840534,0.729848096840534,-4.11044436915957,0.729848096840534,-0.722453047661766,1214,"Integrated Ecosystem and Natural Resource Management in the Jordan Rift Valley"
"2535",3605.55126953125,1000,20,0.840385735034943,627,22.6510696411133,1,52,11.244864,-15.041021,656.3,0,165.15,28.7,26.7,27.775,0,3312.76660156,1,-3,0.901498452989077,0.901498452989077,-3.32779273225924,0.901498452989077,1.0933157282911,1221,"Coastal and Biodiversity Management Project"
"2536",0,4242.640625,8,0.109379552304745,270,25.2274208068848,1,20,12.30005,-16.198039,NA,NA,NA,NA,NA,NA,0,2025.99462891,1,-3,NA,NA,NA,NA,-0.722453047661766,1221,"Coastal and Biodiversity Management Project"
"2538",NA,NA,NA,NA,NA,NA,1,0,10.94469,-15.71369,NA,NA,NA,NA,NA,NA,0,591.78503418,1,-1,NA,NA,NA,NA,-0.722453047661766,1221,"Coastal and Biodiversity Management Project"
"2539",1414.21362304688,1414.21362304688,20,0.325205683708191,333,12.3831396102905,1,32,11.696211,-15.041176,553.6,0,147.566666666667,28.3,26.4,27.475,0,3910.00805664,1,-3,0.863041696014865,0.863041696014865,-3.4760777073143,0.863041696014865,1.0933157282911,1221,"Coastal and Biodiversity Management Project"
"2540",NA,NA,NA,NA,NA,1.84049904346466,1,0,-53.657136,-72.230367,NA,NA,NA,NA,NA,NA,0,841.664428711,1,-3,NA,NA,NA,NA,-0.722453047661766,1236,"Conserving Globally Significant Biodiversity along the Chilean Coast"
"2547",2828.42724609375,17029.38671875,862,6.68466806411743,1165,4.72424411773682,1,6,5.921151,35.761249,189.1,66.2,122.75,29.8,27.4,28.2166666666667,0,2712.55029297,1,-3,0.663185140655559,0.663185140655559,-4.52362367020844,0.663185140655559,-0.722453047661766,1239,"Sustainable Development of the Protected Area System"
"2549",3162.27758789062,0,1026,0.754279792308807,150,50.0881118774414,1,0,8.913531,40.034589,129.9,4.1,44.4166666666667,25.1,18.2,21.5,0,1685.23120117,1,0,0.682897615343673,0.682897615343673,0,0.682897615343673,1.0933157282911,1239,"Sustainable Development of the Protected Area System"
"2550",3162.27758789062,0,1026,0.754279792308807,150,50.0881118774414,1,0,8.913531,40.034589,129.9,4.1,44.4166666666667,25.1,18.2,21.5,0,1685.23120117,1,0,0.682897615343673,0.682897615343673,0,0.682897615343673,1.0933157282911,1239,"Sustainable Development of the Protected Area System"
"2551",2000,2236.06787109375,656,1.09366393089294,326,14.4812498092651,1,0,10.95813,40.767449,204.2,0.4,55.4,29.3,24.6,26.7583333333333,0,902.750671387,1,0,0.566482209124495,0.566482209124495,0,0.566482209124495,-0.722453047661766,1239,"Sustainable Development of the Protected Area System"
"2552",1000,15132.74609375,422,1.23284423351288,692,8.07842540740967,1,8,5.533177,36.251726,169.1,58.2,109.4,29.7,27.2,27.9833333333333,0,2878.44873047,1,-3,0.640158599218609,0.640158599218609,-4.6863386724194,0.640158599218609,-0.722453047661766,1239,"Sustainable Development of the Protected Area System"
"2556",4000,16552.9453125,426,0.0875036790966988,1182,1.10322403907776,1,20,7.961778,34.130178,167.9,11.9,87.3166666666667,31.1,26.6,28.5166666666667,0,3106.28076172,1,-1,0.870230362965047,0.870230362965047,-1.14912101732787,0.870230362965047,-0.722453047661766,1239,"Sustainable Development of the Protected Area System"
"2557",1000,1000,997,0.333917886018753,468,0.161148399114609,1,0,-25.802115,22.887762,79,2.4,24.45,28.5,13.2,22.5416666666667,0,2185.09228516,1,-3,0.825426132740738,0.825426132740738,-3.63448633500229,0.825426132740738,1.0933157282911,1242,"Desert Margin Programme, Phase 1"
"2559",1000,0,770,0.934457540512085,10,41.0258598327637,1,0,-17.935071,25.851237,108.9,0,35.675,29.2,18.8,24.9083333333333,25,2480.58374023,1,-3,0.886960373760102,0.886960373760102,-3.38233825180043,0.886960373760102,1.0933157282911,1268,"Effective Management of the National Protected Areas System"
"2565",5656.8544921875,1000,1319,0.263419300317764,76,86.6933975219727,1,16,-12.569895,27.674718,340.3,0,107.433333333333,24.3,15.9,20.8833333333333,0,2742.29711914,1,-3,0.869679301693563,0.869679301693563,-3.4495474299066,0.869679301693563,1.0933157282911,1268,"Effective Management of the National Protected Areas System"
"2570",9219.544921875,18867.962890625,1260,3.50845050811768,1256,17.831579208374,1,47,-15.673527,29.05269,149.9,0,50.2583333333333,30.4,20.6,26.0333333333333,0,3919.15258789,1,-2,0.951398200982728,0.951398200982728,-2.10216920521201,0.951398200982728,-0.722453047661766,1268,"Effective Management of the National Protected Areas System"
"2571",0,1000,520,15.4127521514893,195,46.807300567627,1,87,22.421437,105.622603,355.6,11.4,134.466666666667,25.3,12.7,20.15,0,2577.07910156,1,-2,0.941929500518514,0.941929500518514,-2.12330115884367,0.941929500518514,1.0933157282911,1296,"The Green Corridor"
"2573",0,0,183,0.387018948793411,142,2.97298693656921,1,27,12.956035,107.660842,379.7,0,147.108333333333,27.8,22.4,25.4,0,2656.1809082,1,-3,0.831661067152644,0.831661067152644,-3.60723871597247,0.831661067152644,1.0933157282911,1296,"The Green Corridor"
"2574",2000,0,1562,33.0748405456543,98,39.9167594909668,1,0,38.450364,69.592502,169,0.8,74.725,24.4,-0.3,12.625,0,1984.5246582,1,-1,0.883453791477381,0.883453791477381,-1.13192111420759,0.883453791477381,1.0933157282911,NA,""
"2575",3000,4123.10546875,556,1.25209057331085,627,1.76165795326233,1,49,-8.694921,-42.588815,397.8,0,67.55,29,25,26.6583333333333,0,2750.7578125,1,0,0.877910756143668,0.877910756143668,0,0.877910756143668,-0.722453047661766,1343,"Demonstrations of Integrated Ecosystem and Watershed Management in the Caatinga, Phase I"
"2577",1000,14035.6689453125,NA,NA,NA,4.41545820236206,1,0,19.527473,-87.657093,278.1,8.6,104.741666666667,29.1,23.8,26.975,0,2458.79931641,1,-1,NA,NA,NA,NA,-0.722453047661766,NA,""
"2581",1000,0,588,8.37613010406494,69,311.410095214844,0,94,-0.673451,100.603993,278.5,0,128.15,24.7,23.6,24.2166666666667,0,2563.54711914,1,-3,0.940015638928624,0.940015638928624,-3.19143626527238,0.940015638928624,1.0933157282911,NA,""
"2583",2000,7615.77294921875,1605,5.66892004013062,1520,0.997865974903107,1,95,-11.819984,-73.78589,233,19.6,128.425,30,26.5,28.7416666666667,0,2126.13574219,1,-3,0.980999481610986,0.980999481610986,-3.05810559152736,0.980999481610986,-0.722453047661766,1446,"Conservation and Sustainable Use of Biodiversity in the Peruvian Amazon by the Indigenous Ashaninka Population"
"2584",5000,15297.05859375,2411,27.1730213165283,2888,0.997865915298462,1,90,-11.84311,-73.627466,233,19.6,128.425,30,26.5,28.7416666666667,0,1302.97387695,1,-3,0.988258417726514,0.988258417726514,-3.03564325503191,0.988258417726514,-0.722453047661766,1446,"Conservation and Sustainable Use of Biodiversity in the Peruvian Amazon by the Indigenous Ashaninka Population"
"2586",4000,6082.7626953125,468,4.96382617950439,382,34.6973686218262,1,89,20.325198,105.608871,316.4,3.1,131.675,29,17.2,23.75,0,2115.86303711,1,-3,0.949945603750742,0.949945603750742,-3.15807556575332,0.949945603750742,-0.722453047661766,NA,""
"2587",3000,4123.10546875,4,0.595068395137787,141,346.562103271484,1,0,20.383282,105.856487,316.4,3.1,131.675,29,17.2,23.75,5,1769.48547363,1,-3,0.781729386373761,0.781729386373761,-3.8376451650567,0.781729386373761,-0.722453047661766,NA,""
"2588",1000,0,499,9.94406604766846,185,102.883697509766,1,82,20.486694,105.144568,335.9,1.9,119.791666666667,28.3,16.4,23.0416666666667,0,2038.55358887,1,-3,0.92434547253027,0.92434547253027,-3.24553977831244,0.92434547253027,1.0933157282911,NA,""
"2589",3605.55126953125,0,787,7.10576200485229,114,177.69450378418,1,97,20.460067,105.296465,335.9,1.9,119.791666666667,28.3,16.4,23.0416666666667,0,2169.1887207,1,-3,0.939476768366252,0.939476768366252,-3.19326682789293,0.939476768366252,1.0933157282911,NA,""
"2593",5000,3000,2,0.0691777542233467,390,0.51939058303833,1,0,-21.787157,13.979725,NA,NA,NA,NA,NA,NA,0,606.670532227,1,-2,NA,NA,NA,NA,-0.722453047661766,1505,"Namib Coast Biodiversity Conservation and Management (NACOMA)"
"2594",1000,9899.4951171875,7,0.352734416723251,336,0.0655737370252609,1,0,-23.025608,14.456498,NA,NA,NA,NA,NA,NA,6,906.381896973,1,-2,NA,NA,NA,NA,-0.722453047661766,1505,"Namib Coast Biodiversity Conservation and Management (NACOMA)"
"2597",NA,NA,NA,NA,NA,37.8590393066406,1,0,-26.269365,14.943297,NA,NA,NA,NA,NA,NA,0,500.321105957,1,-2,NA,NA,NA,NA,-0.722453047661766,1505,"Namib Coast Biodiversity Conservation and Management (NACOMA)"
"2598",NA,1000,144,7.79093551635742,164,133.211502075195,1,86,16.408885,-86.311862,NA,NA,NA,NA,NA,NA,0,2863.4777832,1,-1,NA,NA,NA,NA,1.0933157282911,1515,"Consolidation of Ecosystem Management and Biodiversity Conservation of the Bay Islands"
"2599",NA,NA,6,0.157749220728874,146,49.9310302734375,1,97,16.103432,-86.938075,NA,NA,NA,NA,NA,NA,0,1875.49230957,1,-2,NA,NA,NA,NA,-0.722453047661766,1515,"Consolidation of Ecosystem Management and Biodiversity Conservation of the Bay Islands"
"2600",1000,1000,318,2.98030781745911,72,6.27861309051514,1,0,-33.647525,21.699212,33,0,11.4083333333333,22.2,11.8,17.8333333333333,0,2090.62182617,1,-1,0.834914723761508,0.834914723761508,-1.19772711097337,0.834914723761508,1.0933157282911,1516,"C.A.P.E. Biodiversity Conservation and Sustainable Development Project"
"2601",1000,1000,318,2.98030781745911,72,6.27861309051514,1,0,-33.647525,21.699212,33,0,11.4083333333333,22.2,11.8,17.8333333333333,0,2090.62182617,1,-1,0.834914723761508,0.834914723761508,-1.19772711097337,0.834914723761508,1.0933157282911,1516,"C.A.P.E. Biodiversity Conservation and Sustainable Development Project"
"2611",3162.27758789062,1000,870,0.47976553440094,381,0.512691676616669,1,0,-20.779771,14.74871,73.4,0,15.7,16.6,10.6,13.5666666666667,0,1663.79077148,1,-2,0.847262523534618,0.847262523534618,-2.36054344957497,0.847262523534618,1.0933157282911,1590,"Integrated Ecosystem Management in Namibia through the National Conservancy Network"
"2612",2236.06787109375,92800.859375,2,0.109379552304745,716,0.645035088062286,1,0,21.087269,-73.372701,NA,NA,NA,NA,NA,NA,0,1706.64526367,1,-1,NA,NA,NA,NA,-0.722453047661766,NA,""
"2613",NA,NA,NA,NA,NA,10.8020801544189,1,0,17.732575,-71.539974,NA,NA,NA,NA,NA,NA,0,3100.56616211,1,-3,NA,NA,NA,NA,-0.722453047661766,NA,""
"2616",NA,NA,NA,NA,1850,NA,0,0,-4.329151,55.663761,NA,NA,NA,NA,NA,NA,5,1448.44580078,1,-2,NA,NA,NA,NA,-0.722453047661766,1620,"Mainstreaming Biodiversity Management into Production Sector Activities"
"2617",NA,NA,NA,NA,1850,NA,0,0,-4.329151,55.663761,NA,NA,NA,NA,NA,NA,5,1448.44580078,1,-2,NA,NA,NA,NA,-0.722453047661766,1620,"Mainstreaming Biodiversity Management into Production Sector Activities"
"2620",2000,1000,150,0.0901967212557793,52,98.6236267089844,0,44,48.532067,16.999526,135.7,13.9,56.6833333333333,20.8,-1.9,10.2083333333333,13,3016.76660156,1,-1,0.964985502926819,0.964985502926819,-1.03628499803052,0.964985502926819,1.0933157282911,1681,"Conservation, Restoration and Wise Use of Calcareous Fens"
"2621",0,0,436,0.315496057271957,40,47.9356117248535,1,61,48.959571,18.867853,121.6,25.7,66,19.9,-4.3,8.775,9,2636.39306641,1,0,0.96925152578205,0.96925152578205,0,0.96925152578205,1.0933157282911,1681,"Conservation, Restoration and Wise Use of Calcareous Fens"
"2622",1000,1000,682,1.03015041351318,42,111.789001464844,1,0,49.214617,20.385962,169.7,43.9,94.5333333333333,13.4,-5.8,2.96666666666667,7,2161.33569336,1,-1,0.916616053948571,0.916616053948571,-1.09096932755239,0.916616053948571,1.0933157282911,1681,"Conservation, Restoration and Wise Use of Calcareous Fens"
