"AidData Project ID","round","gef_id","Agency","Lead agency","Secondary agency(ies)","Region","List of regions","Country","List of participating countries","Countries listed by Code (ISO 3166-1 alpha-2)","Focal Area","Focal Area single-letter-code","List of project's focal areas","GEF replenishment phase","Type acronym","Type","Status","Trust Fund acronym","Trust Fund","Executing partner / agency","Type of executing partner / agency","Type acronym of parent (or empty if standalone)","Category (empty: standalone, parent, child)","Biosafety project?","Targeted research project?","National Capacity Self Assessement (NCSA)?","National Adaptation Programme of Action (NAPA)?","isNonExpedited","National Portfolio Formulation Exercises (NPFE)?","National communications project?","Small Grants Programme (SGP)?","Sustainable Forest Management (SFM)?","Requires second review?","Primary GEFSEC Program Manager","ID of secondary GEFSEC Program Manager","UNDP Project ID","World Bank Project ID","GEF3 OP list","GEF4 SP list","GEF4 SP-ID list","GEF5 FA Objective list","Keyword ID list","Code of business plan allocation item","World Bank Trust Fund number","(Sum of all) Approved PPG(s)","Project Preparation Grant (PPG)","Project Development Facility block A (PDF-A)","Project Development Facility block B (PDF-B)","Project Development Facility block C (PDF-C)","Pre-Investment Facility (PRIF)","Agency fees paid separately for PPG","Agency fees paid separately for PDF-B","GEF Project Grant PIF stage","GEF Project Grant CEO approve stage","GEF Project Grant CEO endorse stage","Agency Fee PIF stage","Agency Fee CEO approve stage","Agency Fee CEO endorse stage","Cofinance PIF stage","Cofinance CEO approve stage","Cofinance CEO endorse stage","Date of receipt or first PMIS entry","PIF Clearance or PIF Approval Date","Expected date of entry into work program","Date of entry into work program","Date of project approval","Date of CEO approval (MSP / EA)","Date of CEO endorsement (FSP)","Date of dropping (before project approval)","Date of cancelation (after project approval)","Date of PIF rejection by CEO","Date of technical rejection by Program Manager","Date of rejection by CEO at CEO approve stage","Date of rejection by CEO at CEO endorse stage","Date of Parent / Program rejection by Council","Date of approval by Agency","Expected date of Grant signing","Actual date of Grant signing","Expected date of implementation start","Actual date of implementation start","Expected date of closure","Actual date of closure","Expected date of financial closure","Date of financial closure","Expected date of Internal Completion Report (ICR)","Date of Internal Completion Report (ICR)","Expected date of Parent endorsement by Council","Date of Parent endorsement by Council","Expected date of effectiveness","Date of effectiveness","Expected date of mid term review","Date of mid term review","GEFNewRegionList"
"906001224026","Programatic","5449","World Bank","World Bank","","AFR","","Senegal","","SN","Multi Focal Area","M","M;C;L;M;","GEF - 5","FP","Full-Sized Project","CEO Endorsed","GET","GEF Trust Fund","SAED (Societe d�Amenagement des Eaux du Delta du Senegal    APIX (Agence de promotion des Investissements et des Grands Travaux  The National Great Green Wall Agency   The horticulture cluster of the Accelerated Growth Strategy  The Gaston Berger University UGB   ","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","Jean-Marc Sinnassamy","349360","","130271","","","","CCM-5; LD-3; SFM/REDD+-1; ","","","","0","","","","","","","","6018519","","6018519","481481","","481481","80000000","","80000000","30-May-13","","","26-May-11","26-May-11","","8-Nov-13","","","","","","","","","","","","","","","","","","","","","","","","","AFR,"
"906001224028","Programatic","4690","World Bank","World Bank","","Asia","","Regional","Indonesia, Philippines","00, PH, ID","International Waters","I","I","GEF - 5","FP","Full-Sized Project","CEO Endorsed","GET","GEF Trust Fund","The University of Queensland,  Australia; TheMarine Science  Institute, Univ. of The  Philippines, The Philippines","Institute","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","Christian Severin","17821","","123933","","","","IW-3; IW-3; IW-3; ","","","","0","","","","","","","","4500000","","4500000","360000","","360000","27810000","","27810000","23-Sep-11","","","9-Nov-11","9-Nov-11","","19-Aug-13","","","","","","","","","","","","","","","","","","","","","","","","","Asia, REG,"
"906001224030","Programatic","5270","World Bank","World Bank","","AFR","","Mali","","ML","Multi Focal Area","M","M;B;C;L;M;","GEF - 5","FP","Full-Sized Project","CEO Endorsed","MTF","Multi Trust Funds","Agence de l'Environnement et du  D�veloppement Durable (AEDD)","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","Jean-Marc Sinnassamy","382679","","129516","","","","LD-3; BD-2; CCM-5; SFM/REDD+-1; CCA-2; ","","","","0","","","","","","","","8425926","","8425926","674074","","674074","13000000","","13000000","30-Jan-13","","","26-May-11","26-May-11","","29-Oct-13","","","","","","","","","","","","","","","","","","","","","","","","","AFR,"
"906001224032","Programatic","3760","UNDP","UNDP","","AFR","","Niger","","NE","Biodiversity","B","B","GEF - 4","FP","Full-Sized Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Water, Environment and of Desertification Control (MELD), General Directorate for the Environment, Water and Forestry (DGEEF)","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Jean-Marc Sinnassamy","404597","3943","","","BD-3;",";3;","","","","","69000","69000","","","","","6900","","1768182","","1768182","176818","","176818","5200000","","9354911","2-Sep-08","18-Sep-08","1-Nov-08","13-Nov-08","13-Nov-08","","24-Jan-11","","","","","","","","","","","30-Apr-11","23-Aug-11","1-Aug-16","","","","","","","","28-Feb-09","","30-May-13","","AFR,"
"906001224034","Programatic","3836","World Bank","World Bank","","AFR","","Ghana","","GH","Biodiversity","B","B","GEF - 4","MSP","Medium Size Project","IA Approved","GET","GEF Trust Fund","Ministry of Land, and Natural Resources","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Jean-Marc Sinnassamy","404597","","98538","","BD-3;",";3;","","","","","0","","","","","","","","1000000","1000000","","100000","100000","","5100000","6100000","","24-Oct-08","19-Dec-08","","","19-Dec-08","3-Sep-10","","","","","","","","","30-Nov-10","","","30-Nov-10","","30-Oct-13","","","","","","","","","","30-May-12","","AFR,"
"906001224036","Programatic","5220","World Bank","World Bank","","AFR","","Ethiopia","","ET","Multi Focal Area","M","M;B;C;L;M;","GEF - 5","FP","Full-Sized Project","CEO Endorsed","MTF","Multi Trust Funds","Ministry of Agriculture","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","Jean-Marc Sinnassamy","349360","","133410","","","","BD-2; LD-3; CCM-5; SFM/REDD+-1; CCA-1; CCA-1; CCA-2; ","","","","0","","","","","","","","12962963","","12962963","1037037","","1037037","94655517","","94655517","12-Dec-12","","","26-May-11","26-May-11","","29-Oct-13","","","","","","","","","","","","","","","","","","","","","","","","","AFR,"
"906001224038","Programatic","4075","World Bank","World Bank","","AFR","","Benin","","BJ","Biodiversity","B","B","GEF - 4","FP","Full-Sized Project","Under Implmentation","GET","GEF Trust Fund","CENAGREF","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Jean-Marc Sinnassamy","404597","","115963","","BD-1;BD-3;",";1;3;","","","","","0","","","","","","","","1900500","","1900000","190050","","190000","9675000","","7400000","28-Aug-09","9-Sep-09","30-Nov-09","12-Nov-09","12-Nov-09","","14-Mar-11","","","","","","","","","","","30-Jun-11","4-Oct-11","15-Dec-16","","","","","","","","","","30-Dec-14","","AFR,"
"906001224040","Programatic","4221","UNDP","UNDP","","AFR","","Burkina Faso","","BF","Biodiversity","B","B","GEF - 4","MSP","Medium-Sized Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Environment and Sustainable Development","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Jean-Marc Sinnassamy","404597","4298","","","BD-3;",";3;","","","","","49000","49000","","","","","4900","","860000","860000","","86000","86000","","3090000","7716127","","28-Jan-10","16-Mar-10","","","16-Mar-10","30-Jun-11","","","","","","","","","","","","30-Sep-11","5-Jun-13","31-Mar-15","","","","","","","","","","30-Jun-13","","AFR,"
"906001224042","Programatic","4908","World Bank","World Bank","","AFR","","Chad","","TD","Multi Focal Area","M","M;B;C;L;M;","GEF - 5","FP","Full-Sized Project","Under Implmentation","MTF","Multi Trust Funds","Ministry of Ministry of Agriculture and Irrigation  Ministry of Environment and Fisheries  ","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","Jean-Marc Sinnassamy","404597","","131019","","","","LD-3; CCA-1; BD-2; SFM/REDD+-1; ","","","","0","","","","","","","","9259259","","9259259","740741","","740741","102250000","","102250000","26-Mar-12","26-May-11","26-May-11","26-May-11","26-May-11","","12-Apr-12","","","","","","","","","","","","10-Jan-13","31-Dec-16","","","","","","","","","","","","AFR,"
"906001224044","Programatic","4907","World Bank","World Bank","","AFR","","Nigeria","","NG","Multi Focal Area","M","M;B;C;L;M;","GEF - 5","FP","Full-Sized Project","Under Implmentation","MTF","Multi Trust Funds","Federal Ministry of Environment (with State ministries of environment and partner government agencies in up to 11 states)","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","Jean-Marc Sinnassamy","382679","","126549","","","","CCA-1; CCA-1; CCA-2; LD-3; BD-2; SFM/REDD+-1; ","","","","0","","","","","","","","8592593","","8592593","687407","","687407","500000000","","500000000","26-Mar-12","26-May-11","26-May-11","26-May-11","26-May-11","","12-Apr-12","","","","","","","","","","","","16-Apr-13","30-Jun-20","","","","","","","","","","","","AFR,"
"906001224046","Programatic","4026","UNDP","UNDP","","AFR","","Togo","","TG","Biodiversity","B","B","GEF - 4","FP","Full-Sized Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Environment and Forestry ( Directorate of Wildlife and Hunting), assisted by IUCN.  ","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Jean-Marc Sinnassamy","404597","","","","BD-1;BD-3;",";1;3;","","","","","50527","50527","","","","","5053","","1222200","","1222200","122220","","122220","3000000","","6100000","6-Jul-09","13-Jul-09","30-Nov-09","12-Nov-09","12-Nov-09","","24-Jan-11","","","","","","","","","","","1-Jun-11","29-Jun-11","29-Jun-16","","","","","","","","","","31-Dec-13","","AFR,"
"906001224048","Programatic","2906","UNDP","UNDP","","AFR","AFR","Regional","Central African Republic, Congo, Cameroon, Gabon, Congo DR","00, CM, CF, GA, CG, ZR","Biodiversity","B","B","GEF - 4","FP","Full-Sized Project","CEO Endorsed","GET","GEF Trust Fund","COMIFAC/WWF","Multilateral","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Charlotte Gobin","","3447","","-3-","","","","","","","340000","300000","40000","","","","30000","","8181818","","8181818","822182","","818182","50600000","","26397000","30-Sep-05","24-Feb-09","1-Jun-09","24-Jun-09","24-Jun-09","","21-Nov-11","","","","","","","","","","","30-Nov-11","","30-Nov-16","","","","","","","","","","30-May-14","","AFR, REG,"
"906001224050","Programatic","5792","World Bank","World Bank","","AFR","","Mauritania","","MR","Multi Focal Area","M","M;B;L;M;","GEF - 5","FP","Full-Sized Project","CEO Endorsed","GET","GEF Trust Fund","","","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","Jean-Marc Sinnassamy","404597","","144183","","","","BD-2; LD-3; SFM/REDD+-1; ","","","","0","","","","","","","","4810000","","4810000","384800","","384800","19200000","","19200000","3-Apr-14","","","26-May-11","26-May-11","","12-May-15","","","","","","","","","","","","","","","","","","","","","","","","","AFR,"
"906001224052","Programatic","3984","FAO","FAO","","AFR","","Regional","Cote d'Ivoire, Ghana","00, GH, CI","Biodiversity","B","B","GEF - 4","MSP","Medium-Sized Project","Under Implmentation","GET","GEF Trust Fund","Forestry Commission (Ghana); SODEFOR ( Cote d'Ivoire); and WWF (West Africa Office)","NGO","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Charlotte Gobin","","","","","BD-3;",";3;","","","","","50000","50000","","","","","5000","","859090","859000","","85910","85900","","1200000","1597000","","21-Apr-09","16-Sep-09","","","16-Sep-09","10-Sep-12","","","","","","","","","","","","1-Jul-12","15-Jul-13","30-May-16","","","","","","","","","","1-Jul-14","","AFR, REG,"
"906001224054","Programatic","2586","UNDP/UNEP","UNDP","UNEP","Asia","","Regional","Cook Islands, Fiji, Micronesia, Kiribati, Marshall Islands, Nauru, Niue, Papua New Guinea, Palau, Solomon Islands, Tonga, Tuvalu, Vanuatu, Samoa","00, CK, FJ, KI, MH, FM, NR, NU, WS, SB, PU, PG, TO, TV, VU","International Waters","I","I","GEF - 4","FP","Full-Sized Project","Project Completion","GET","GEF Trust Fund","South Pacific Applied Geoscience Commission (SOPAC)","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Ivan Zavadsky","296630","3311","","","IW-4;IW-3;",";21;20;","","","","","722950","","25000","697950","","","","","9025186","","9025688","974814","","974814","58367564","","90579799","8-Apr-05","3-Mar-08","1-Apr-08","24-Apr-08","24-Apr-08","","3-Dec-08","","","","","","","","2-Jun-09","","","","25-Feb-09","1-Dec-13","","","","31-Dec-12","","","","","","31-Dec-12","","SIDS, REG,"
"906001224056","Programatic","3645","UNEP","UNEP","","AFR","","Regional","Algeria, Libya, Tunisia","00, DZ, TN, LY","International Waters","I","I","GEF - 4","MSP","Medium-Sized Project","Under Implmentation","GET","GEF Trust Fund","OSS (Sahara and Sahel Observatory) and national institutions from Algeria (Agence Nationale des Resources Hydrauliques), Libya (General Water Authority), Tunisia (Direction G�n�rale des Resources en Eau)","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Ivan Zavadsky","296630","","","","IW-3;",";20;","","","","","40000","40000","","","","","","","960000","960000","","100000","100000","","1641140","2266080","","22-Jan-08","29-Apr-08","","","29-Apr-08","22-Apr-09","","","","","","","","","18-Sep-09","","","30-Jun-09","1-Oct-09","1-Jul-12","","","","","","","","","","30-Sep-10","","AFR, REG,"
"906001218062","Biodiversity","260","UNDP","UNDP","","AFR","AFR","Regional","Angola, Botswana, Lesotho, Malawi, Mozambique, Namibia, Swaziland, South Africa, Zambia, Zimbabwe","00, AO, LS, BW, MW, MZ, NA, ZA, SZ, ZM, ZW","Biodiversity","B","B","GEF - 1","FP","Full-Sized Project","Project Completion","GET","GEF Trust Fund","Southern Africa Development Community Forestry Sector","Multilateral","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","245","","-STRM-","","","","","","","21728","","21728","","","","","","4482000","","4500000","","","","4840000","","4390000","","","1-Nov-97","1-Nov-97","1-Nov-97","","25-Apr-00","","","","","","","","14-Aug-00","","","","14-Aug-00","31-Oct-07","","","","","","","","","14-Aug-00","","","AFR, REG,"
"906001218064","Biodiversity","565","UNDP","UNDP","","AFR","","Congo DR","","ZR","Biodiversity","B","B","GEF - 1","FP","Full-Sized Project","Under Implmentation","GET","GEF Trust Fund","United Nations Office for Projects Services","Multilateral","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","343","","-STRM-","","","","","","","0","","","","","","","","246700","","","","","","","","","","","1-Nov-95","1-Nov-95","1-Nov-95","","","","","","","","","","20-Dec-94","","","","20-Dec-94","1-Jun-95","","","","","","","","","20-Dec-94","","","AFR,"
"906001218066","Biodiversity","2003","World Bank","World Bank","","AFR","","Mozambique","","MZ","Biodiversity","B","B","GEF - 3","FP","Full-Sized Project","Project Completion","GET","GEF Trust Fund","Ministry of Tourism, Mozambique","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Mark Zimsky","","","76809","-1-2-3-4-12-","","","","","","","350000","","","350000","","","","","10000000","","10000000","932000","","","23999000","","26700000","23-Jan-03","","1-Jul-04","27-Sep-04","27-Sep-04","","24-Oct-05","","","","","","","","1-Dec-05","","","","13-Apr-06","30-Jun-14","30-Jun-14","","","","","","","","13-Apr-06","31-Dec-09","","AFR,"
"906001218068","Biodiversity","1538","World Bank","World Bank","","LAC","","Uruguay","","UY","Biodiversity","B","B","GEF - 3","FP","Full-Sized Project","Project Completion","GET","GEF Trust Fund","Ministry of Agriculture, Lifestock and Fisheries","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","","77676","-13-","","","","","","","335500","","","335500","","","","","7000000","","7000000","599000","","","12000000","","88850000","30-Oct-01","","1-May-04","21-May-04","21-May-04","","11-May-05","","","","","","","","9-Jun-05","","","","5-Oct-05","31-Aug-11","31-Aug-12","","","","","","","","5-Oct-05","31-Dec-09","","LAC,"
"906001218070","Biodiversity","1458","UNDP","UNDP","","ECA","","Georgia","","GE","Biodiversity","B","B","GEF - 3","MSP","Medium-Sized Project","Project Completion","GET","GEF Trust Fund","Ministry of Environment","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","1636","","-13-","","","","","","","25000","","25000","","","","","","962408","","","146000","","","1716800","","","31-Aug-01","","","","31-Mar-04","31-Mar-04","","","","","","","","","9-Jun-04","","","","14-Aug-04","31-Dec-08","31-Mar-10","","","","","","","","9-Jun-04","","","ECA,"
"906001218072","Biodiversity","1152","IFAD","IFAD","","AFR","","Mali","","ML","Biodiversity","B","B","GEF - 3","FP","Full-Sized Project","Project Completion","GET","GEF Trust Fund","IFAD","Multilateral","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Andrea Kutter","","","","-1-2-12-13-15-","","","","","","","326000","","","326000","","","","","6000000","","6000000","747240","","","13590000","","14240000","23-Jun-03","","1-Jul-03","25-Aug-03","25-Aug-03","","10-Mar-05","","","","","","","","30-May-06","","6-Jun-06","","28-Apr-08","31-Jul-13","31-Jul-13","","","","","","","","6-Jun-06","31-Dec-11","18-Apr-11","AFR,"
"906001218074","Biodiversity","1148","UNDP","UNDP","","ECA","","Kazakhstan","","KZ","Biodiversity","B","B","GEF - 3","FP","Full-Sized Project","Project Completion","GET","GEF Trust Fund","Ministry of Environmental Protection (MEP) / Forestry, Fishery and Hunting Committee of the Ministry of Agriculture (MA)","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","1278","","-13-","","","","","","","252967","","22000","230967","","","","","2770000","","2770000","382000","","","4789200","","19546910","7-Mar-03","","1-May-03","16-May-03","16-May-03","","23-Feb-05","","","","","","","","22-Dec-05","","","","22-Dec-05","31-Dec-11","1-Jun-12","","","31-Dec-12","","","","","22-Dec-05","","","ECA,"
"906001218076","Biodiversity","1571","World Bank/IFC","World Bank","IFC","LAC","","Regional","Bolivia, Costa Rica, Mexico, Peru, Belize, Ecuador, El Salvador, Panama, Paraguay","00, BO, CR, MX, PE, BZ, EC, SV, PA, PY","Biodiversity","B","B","GEF - 2","MSP","Medium-Sized Project","Project Completion","GET","GEF Trust Fund","International Finance Corporation","Multilateral","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Walter J. Lusigi","","","502875","-13-1-3-4-","","","","","","","0","","","","","","","","1000000","","1000000","146000","","","9000000","","9000000","8-Nov-01","","","","19-Apr-02","19-Apr-02","","","","","","","","","15-Oct-02","","","","14-Jan-03","","14-Jan-10","","","","","","","","23-Apr-03","","","LAC, REG,"
"906001218078","Biodiversity","1259","UNEP","UNEP","","REG","ECA, LAC, Asia, AFR","Regional","Armenia, Bolivia, Sri Lanka, Madagascar, Uzbekistan","00, AM, BO, MG, LK, UZ","Biodiversity","B","B","GEF - 3","FP","Full-Sized Project","Project Completion","GET","GEF Trust Fund","Various government ministries of Armenia, Bolivia, Madagascar, Sri Lanka, Uzbekistan  International Plant Genetic Resources Institute, Rome, Italy","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","","","-13-4-","","","","","","","335000","","","335000","","","","","5827025","","5827025","498500","","","6516969","","6176969","15-Mar-02","","1-Oct-02","15-Oct-02","15-Oct-02","","2-Mar-04","","","","","","","","24-Mar-04","","","","1-Mar-04","1-Oct-10","1-Oct-10","","","31-Dec-11","","","","","1-Mar-04","","","AFR, Asia, ECA, LAC, REG,"
"906001218080","Biodiversity","3037","UNEP","UNEP","","CEX","AFR, Asia, LAC","Global","China, Ecuador, Morocco, Uganda","1W, CN, EC, MA, UG","Biodiversity","B","B","GEF - 3","FP","Full-Sized Project","Project Completion","GET","GEF Trust Fund","Yunan Agricultural University, Kumming, Yunnan, China","Institute","PH","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","","","-13-","","","","","","","350000","","","350000","","","","","3411148","","3411148","338503","","","4274344","","4274344","","","12-Jun-06","1-Aug-06","1-Aug-06","","4-Jun-07","","","","","","","","22-Aug-07","","","","1-Sep-07","1-Feb-11","1-Aug-10","","","31-Dec-10","","","","","","31-Dec-09","","AFR, Asia, LAC, CEX,"
