GEF_ID,Agency,Lead agency,Secondary agency(ies),Region,List of regions,Country,List of participating countries,Countries listed by Code (ISO 3166-1 alpha-2),Focal Area,Focal Area single-letter-code ,List of project's focal areas,Title,GEF replenishment phase,Type acronym,Type,Status,Trust Fund acronym,Trust Fund,Executing partner / agency,Type of executing partner / agency,Type acronym of parent (or empty if standalone),"Category (empty: standalone, parent, child)",Biosafety project?,Targeted research project?,National Capacity Self Assessement (NCSA)?,National Adaptation Programme of Action (NAPA)?,isNonExpedited,National Portfolio Formulation Exercises (NPFE)?,National communications project?,Small Grants Programme (SGP)?,Sustainable Forest Management (SFM)?,Requires second review?,Primary GEFSEC Program Manager,ID of secondary GEFSEC Program Manager,UNDP Project ID,World Bank Project ID,GEF3 OP list,GEF4 SP list,GEF4 SP-ID list,GEF5 FA Objective list,Keyword ID list,Code of business plan allocation item,World Bank Trust Fund number,(Sum of all) Approved PPG(s),Project Preparation Grant (PPG),Project Development Facility block A (PDF-A),Project Development Facility block B (PDF-B),Project Development Facility block C (PDF-C),Pre-Investment Facility (PRIF),Agency fees paid separately for PPG,Agency fees paid separately for PDF-B,GEF Project Grant PIF stage,GEF Project Grant CEO approve stage,GEF Project Grant CEO endorse stage,Final Grant,Agency Fee PIF stage,Agency Fee CEO approve stage,Agency Fee CEO endorse stage,Cofinance PIF stage,Cofinance CEO approve stage,Cofinance CEO endorse stage,Date of receipt or first PMIS entry,PIF Clearance or PIF Approval Date,Expected date of entry into work program,Date of entry into work program,Date of project approval,Date of CEO approval (MSP / EA),Date of CEO endorsement (FSP),Date of dropping (before project approval),Date of cancelation (after project approval),Date of PIF rejection by CEO,Date of technical rejection by Program Manager,Date of rejection by CEO at CEO approve stage,Date of rejection by CEO at CEO endorse stage,Date of Parent / Program rejection by Council,Date of approval by Agency,Expected date of Grant signing,Actual date of Grant signing,Expected date of implementation start,Actual date of implementation start,Expected date of closure,Actual date of closure,Expected date of financial closure,Date of financial closure,Expected date of Internal Completion Report (ICR),Date of Internal Completion Report (ICR),Expected date of Parent endorsement by Council,Date of Parent endorsement by Council,Expected date of effectiveness,Date of effectiveness,Expected date of mid term review,Date of mid term review,GEFNewRegionList
3173,UNDP,UNDP,,Asia,,Lao PDR,,LA,Multi Focal Area,M,M,Meeting the Primary Obligations of the Rio Conventions through Strengthening Capacity to Implement Natural Resources Legislation,GEF - 4,MSP,Medium Size Project,Project Completion,GET,GEF Trust Fund,"Science, Technology and Environment Agency",Government,,,0,0,0,0,0,0,0,0,0,0,Danielius Pivoriunas,,3696,,-CB-,SGP-1;,;28;,,,,,0,,,,,,,,500000,,,500000,50000,,,549850,,,26-Apr-06,,,,10-Dec-08,10-Dec-08,,,,,,,,,,,,,31-Aug-10,12-Feb-12,31-Aug-13,,,31-Jul-12,,,,,,,,"Asia,"
3312,UNEP,UNEP,,CEX,"AFR, Asia, ECA, LAC",Global,"Afghanistan, Bosnia-Herzegovina, Belarus, Congo, Cote d'Ivoire, Colombia, Estonia, Egypt, Eritrea, Ghana, Hungary, Indonesia, Kazakhstan, St. Lucia, Morocco, Madagascar, Mongolia, Mauritius, Malawi, Mozambique, Namibia, Pakistan, Slovak Republic, Togo","1W, AF, BY, BA, CO, CG, CI, EG, ER, EE, GH, HU, ID, KZ, MG, MW, MU, MN, MA, MZ, NA, PK, SK, LC, TG",Biodiversity,B,B,Umbrella project for UNEP support to CBD Parties for Preparation of the 4th National Report to the COP of CBD,GEF - 4,MSP,Medium Size Project,Dropped,GET,GEF Trust Fund,National Environment Ministries/Departments in 25 countries,Government,,,0,0,0,0,0,0,0,0,0,0,Andrea Kutter,,,,-1-4-13-,CB-2;,;27;,,,,,0,,,,,,,,500000,,,500000,50000,,,,,,16-Mar-07,,,,,,,13-Apr-07,,,,,,,,,,,,,,,,,,,,,,,,"AFR, Asia, ECA, LAC, SIDS, CEX,"
3352,UNEP,UNEP,,REG,,Regional,,0,POPs,P,P,Regional Strategy for PCBs Management in South America,GEF - 4,MSP,Medium Size Project,Dropped,GET,GEF Trust Fund,,,,,0,0,0,0,0,0,0,0,0,0,,,,,-14-,POPS-2;POPS-3;,;24;25;,,,,,0,,,,,,,,500000,,,500000,50000,,,,,,,,,,,,,30-Jun-09,,,,,,,,,,,,,,,,,,,,,,,,"REG,"
3913,UNEP,UNEP,,Asia,,Indonesia,,ID,Biodiversity,B,B,Operationalisation and Mainstreaming of Indonesian Biodiversity Clearing House Mechanism,GEF - 4,EA,Enabling Activity,Dropped,GET,GEF Trust Fund,"Lead - Ministry of Environment;   Indonesian Institute of  Science; Environmental Protection Agency of West Java Province; Environmental Impact Agency of Yogyakarta Province; North Sumatra Provincial government;  KEHATI Foundation, private sector Public Communications firm",Government,,,0,0,0,0,0,0,0,0,0,0,Danielius Pivoriunas,,,,,,,,,,,0,,,,,,,,500000,,,500000,50000,,,600000,,,6-Mar-09,,,,,,,30-Jun-10,,,,,,,,,,30-Nov-10,,30-Nov-12,,,,,,,,,,30-Apr-11,,"Asia,"
4069,UNEP,UNEP,,ECA,,Russian Federation,,RU,POPs,P,P,Enabling activities for the Stockholm Convention on Persistent Organic Pollutants (POPs): Development of a National Implementation Plan for the Russian Federation,GEF - 4,EA,Enabling Activity,Under Implmentation,GET,GEF Trust Fund,Ministry of Natural Resources and Ecology of the Russian Federation through the autonomus non-profit Centre for International Projects (CIP),Government,,,0,0,0,0,0,0,0,0,0,0,Ibrahima Sow,231711,,,,,,,,,,0,,,,,,,,500000,,,500000,50000,,,60000,,,24-Aug-09,,,,16-Sep-09,16-Sep-09,,,,,,,,,18-Dec-09,,,1-Dec-09,18-Dec-09,31-Oct-11,,,,,,,,,,,,"ECA,"
4279,UNDP,UNDP,,LAC,,Costa Rica,,CR,Multi Focal Area,M,M,Capacity Building for Mainstreaming MEA Objectives into Inter-ministerial Structures and Mechanisms,GEF - 4,MSP,Medium Size Project,Dropped,GET,GEF Trust Fund,"Ministry of the Environment, Energy and Telecommunications (MINAET) ",Government,,,0,0,0,0,0,0,0,0,0,0,Danielius Pivoriunas,,4474,,,CB-2;,;27;,,,,,0,,,,,,,,500000,,,500000,50000,,,500000,,,7-Jun-10,,,,,,,25-Jun-10,,,,,,,,,,31-Jan-11,,31-Dec-13,,,,,,,,,,,,"LAC,"
4288,UNDP,UNDP,,ECA,,Kazakhstan,,KZ,Multi Focal Area,M,M,Economic valuation tools for improved decision-making and management of the global environment,GEF - 4,MSP,Medium Size Project,Dropped,GET,GEF Trust Fund,Ministry of Environment Protection of the Republic of Kazakhstan,Government,,,0,0,0,0,0,0,0,0,0,0,Danielius Pivoriunas,,4457,,,,,,,,,0,,,,,,,,500000,,,500000,50000,,,500000,,,29-Jun-10,,,,,,,12-Jan-11,,,,,,,,,,31-Mar-11,,28-Feb-14,,,,,,,,,,,,"ECA,"
4423,UNDP,UNDP,,ECA,,Kazakhstan,,KZ,Multi Focal Area,M,M,Economic Valuation for Improved Decision-making and Management of the Global Environment,GEF - 5,MSP,Medium Size Project,Dropped,GET,GEF Trust Fund,Ministry of Environment Protection of the Republic of Kazakhstan,Government,,,0,0,0,0,0,0,0,0,0,0,Maria Del Pilar Barrera Rey,226576,4457,,,,,CD-2; ,,,,0,,,,,,,,500000,,,500000,47500,,,650000,,,8-Dec-10,,,,,,,21-Mar-13,,,,,,,,,,,,,,,,,,,,,,,,"ECA,"
4552,World Bank,World Bank,,CEX,,Global,,1W,International Waters,I,I,Results Assessment of Black Sea/Danube Investment Fund for Nutrient Reduction - Tranche 3 of 3,GEF - 5,MSP,Medium Size Project,Dropped,GET,GEF Trust Fund,International Commission for the Protection of the Danube River (ICPDR),NGO,PAS,Child,0,0,0,0,0,0,0,0,0,0,Ivan Zavadsky,296630,,122218,,,,,,,,0,,,,,,,,500000,,,500000,,,,600000,,,31-May-11,,,,,,,22-Apr-15,,,,,,,,,,31-Jul-11,,,,,,31-Jan-14,,,,,,,,"CEX,"
4973,UNDP,UNDP,,Asia,,Timor Leste,,TP,Multi Focal Area,M,M,Capacity Building for Environment & Natural Resources Governance in Timor-Leste,GEF - 5,MSP,Medium Size Project,Dropped,GET,GEF Trust Fund,Ministry of Economy and Development ,Government,,,0,0,0,0,0,0,0,0,0,0,Maria Del Pilar Barrera Rey,,4895,,,,,CD-2; CD-4; ,,,,0,,,,,,,,500000,,,500000,50000,,,480000,,,20-Apr-12,,,,,,,1-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,"SIDS,"
5585,UNEP,UNEP,,Asia,,Yemen,,YE,Biodiversity,B,B,Implementation of the National Biosafety Framework of Yemen,GEF - 5,MSP,Medium Size Project,Dropped,GET,GEF Trust Fund,Environment Protection Authority,Government,,,0,0,0,0,0,0,0,0,0,0,Jaime Cavelier,,,,,,,BD-3; ,,,,0,,,,,,,,512000,,,512000,48640,,,784000,,,9-Sep-13,,,,,,,1-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,"ECA,"
3036,UNDP,UNDP,,Asia,,Global,Asia/Pacific,"1W, 4A",Land Degradation,L,L,Supporting Capacity Building for the Third National Reporting to CRIC-5/COP-8,GEF - 3,MSP,Medium Size Project,Project Completion,GET,GEF Trust Fund,UNOPS,Multilateral,,,0,0,0,0,0,0,0,0,0,0,Andrea Kutter,,3713,,-15-,,,,,,,0,,,,,,,,513000,,,513000,46170,,,452000,,,16-Dec-05,,,,8-Mar-06,8-Mar-06,,,,,,,,,24-May-06,,,,24-May-06,,31-Mar-11,,,,22-Dec-06,,,,24-May-06,,,"Asia, CEX,"
3663,UNEP,UNEP,,Asia,,Regional,"Fiji, Kiribati, Niue, Palau, Solomon Islands, Samoa","00, FJ, KI, NU, PU, WS, SB",POPs,P,P,PAS: Supporting the POPs Global Monitoring Plan in the Pacific Islands Region,GEF - 4,MSP,Medium Size Project,Project Completion,GET,GEF Trust Fund,"SPREP , USP , UNEP Chemicals",Multilateral,PAN,Child,0,0,0,0,0,0,0,0,0,0,Ibrahima Sow,,,,,POPS-2;,;24;,,,,,0,,,,,,,,517000,,,517000,51700,,,534000,,,23-Jan-08,4-Mar-08,,,4-Mar-08,24-Nov-08,,,,,,,,,2-Jul-09,,,,1-May-09,1-Mar-12,,,,,,,,,,31-Dec-11,,"SIDS, REG,"
817,UNDP,UNDP,,AFR,,Ghana,,GH,Biodiversity,B,B,Biodiversity Conservation of Lake Bosumtwe Basin,GEF - 2,MSP,Medium Size Project,Project Closure,GET,GEF Trust Fund,Friends of the Earth/Ghana,NGO,,,0,0,0,0,0,0,0,0,0,0,,,1631,,-2-,,,,,,,0,,,,,,,,520000,,,520000,146000,,,98000,,,,,,,18-May-00,18-May-00,,,,,,,,,27-Mar-01,,,,27-Mar-01,,30-Sep-05,,,,,,,,26-Mar-01,,,"AFR,"
1119,UNDP,UNDP,,Asia,,Bhutan,,BT,Climate Change,C,C,Community Micro Hydro for Sustainable Livelihood (Project under #2667),GEF - 2,FP,Full Size Project,Dropped,GET,GEF Trust Fund,,,,,0,0,0,0,0,0,0,0,0,0,Christine Woerlen,,739,,-6-,,,,,,,228500,,,228500,,,,,520000,,,520000,,,,4110000,,,,,,,,,,15-Apr-10,,,,,,,12-Aug-05,,,,12-Aug-05,,,,,,,,,,,,,"Asia,"
2667,UNDP,UNDP,,Asia,,Bhutan,,BT,Climate Change,C,C,Community Micro Hydro for Sustainable Livelihood,GEF - 3,MSP,Medium Size Project,Project Completion,GET,GEF Trust Fund,Department of Energy (DoE),Government,,,0,0,0,0,0,0,0,0,0,0,Christine Woerlen,,739,,-6-,,,,,,,25000,,25000,,,,,,520000,,,520000,146000,,,545000,,,15-Jan-05,,,,13-May-05,13-May-05,,,,,,,,,12-Aug-05,,,,12-Aug-05,1-Jun-08,30-Jun-09,,,,,,,,12-Aug-05,,,"Asia,"
4028,UNEP,UNEP,,AFR,,Tanzania,,TZ,Biodiversity,B,B,BS Strengthening The Implementation of Cartagena Protocol On Biosafety in Tanzania,GEF - 4,MSP,Medium Size Project,Dropped,GET,GEF Trust Fund,"Vice President's Office; Ministry of Agriculture, Food Security and Cooperative; Ministry of Health and Social Welfare; Ministry of Livestock and Fisheries; Ministry of Natural Resources and Tourism;   Ministry of Comunication, Science and Technology;   Ministry of Agriculture, Livestock and Environment (Zanzibar);  Higher Learning Institutions (Sokoine University of Agriculture and   University of Dar es Salaam); and Ministy of Industry, Trade and Marketing       ",Government,PAN,Child,0,0,0,0,0,0,0,0,0,0,Jaime Cavelier,329964,,,,BD-6;,;6;,,,,,0,,,,,,,,524000,,,524000,52400,,,1196000,,,13-Jul-09,,,,,,,30-Jun-10,,,,,,,,,,1-May-10,,1-Sep-12,,,,,,,,,,1-Jul-11,,"AFR,"
1707,UNEP,UNEP,,Asia,,Lebanon,,LB,Biodiversity,B,B,Integrated Management of Cedar Forests in Lebanon in Cooperation with other Mediterranean Countries,GEF - 3,MSP,Medium Size Project,Project Closure,GET,GEF Trust Fund,The Lebanese Ministry of Environment,Government,,,0,0,0,0,0,0,0,0,0,0,Fumiko Nakao,,,,-3-,,,,,,,25000,,25000,,,,,,530500,,,530500,146000,,,656700,,629500,8-Apr-02,,,,14-Jan-03,14-Jan-03,,,,,,,,,31-Jul-04,,,,1-Jul-04,31-Aug-07,1-Sep-07,,,,,,,,1-Jul-04,,,"ECA,"
3043,UNEP,UNEP,,ECA,,Moldova,,MD,Biodiversity,B,B,Support to the Implementation of the National Biosafety Framework,GEF - 3,MSP,Medium Size Project,Project Completion,GET,GEF Trust Fund,Ministry of Ecology and Natural Resources Moldova,Government,,,1,0,0,0,0,0,0,0,0,0,Paz Valiente,,,,-1-2-3-4-13-,,,,,,,0,,,,,,,,542350,,,542350,48812,,,147000,,,25-Nov-05,,,,21-Apr-06,21-Apr-06,,,,,,,,,15-Jun-06,,,,1-Aug-06,1-Jan-11,1-Jul-10,,,,,,,,26-Jul-06,31-Dec-08,,"ECA,"
3337,UNEP,UNEP,,ECA,,Romania,,RO,Biodiversity,B,B,BS Biosafety Project,GEF - 4,MSP,Medium Size Project,Dropped,GET,GEF Trust Fund,,,PAN,Child,0,0,0,0,0,0,0,0,0,0,,,,,-EA-,,,,,,,0,,,,,,,,550000,,,550000,55000,,,,,,,,,,,,,8-Oct-09,,,,,,,,,,,,,,,,,,,,,,,,"ECA,"
3902,IADB,IADB,,LAC,,Barbados,,BB,Climate Change,C,C,double entry - 3891 - Sustainable Energy Framework for Barbados - phantom,GEF - 4,MSP,Medium Size Project,Dropped,GET,GEF Trust Fund,"The Ministry of Finance, Investment and Energy (MFIE)",Government,,,0,0,0,0,0,0,0,0,0,0,Josef Buchinger,329858,,,,CC-1;CC-3;,;9;11;,,,,,0,,,,,,,,550000,,,550000,100000,,,1435000,,,26-Feb-09,,,,,,,8-Oct-09,,,,,,,,,,31-Aug-09,,31-Jul-11,,,,,,,,,,,,"SIDS,"
4137,FAO,FAO,,LAC,,Ecuador,,EC,Biodiversity,B,B,Conservation of Dry Forest in the Coastal Cordillera ,GEF - 4,MSP,Medium Size Project,Dropped,GET,GEF Trust Fund,The Nature Conservancy and Fundacion Natura,NGO,,,0,0,0,0,0,0,0,0,0,0,Mark Zimsky,,,,,BD-3;,;3;,,,,,0,,,,,,,,550000,,,550000,55000,,,605000,,,30-Sep-09,,,,,,,20-Oct-09,,,,,,,,,,30-Nov-10,,31-Oct-13,,,,,,,,,,,,"LAC,"
4278,UNDP,UNDP,,AFR,,Togo,,TG,Multi Focal Area,M,M,Strengthening decentralized management of the environment to meet Rio Convention objectives,GEF - 4,MSP,Medium Size Project,Dropped,GET,GEF Trust Fund,Ministry for the Environment and Forest Resources (MERF),Government,,,0,0,0,0,0,0,0,0,0,0,Danielius Pivoriunas,,4460,,,CB-2;,;27;,,,,,0,,,,,,,,550000,,,550000,55000,,,1065000,,,4-Jun-10,,,,,,,25-Jun-10,,,,,,,,,,31-Jan-11,,31-Dec-13,,,,,,,,,,,,"AFR,"
3295,World Bank,World Bank,,Asia,,Mongolia,,MN,Biodiversity,B,B,Strengthening Wetland Protected Areas through Empowering Local Communities,GEF - 4,MSP,Medium Size Project,Dropped,GET,GEF Trust Fund,WWF Mongolia,NGO,,,0,0,0,0,0,0,0,0,0,0,Yoko Watanabe,,,,-2-,,,,,,,0,,,,,,,,575000,,,575000,,,,17000,,,24-Oct-06,,,,,,,8-Oct-09,,,,,,,,,,,,,,,,,,,,,,,,"Asia,"
1851,UNEP,UNEP,,REG,AFR,Regional,"Africa, Algeria, Libya, Tunisia","00, DZ, LY, TN, 3A",International Waters,I,I,Protection of the North West Sahara Aquifer System (NWSAS) and related humid zones and ecosystems,GEF - 3,MSP,Medium Size Project,Project Closure,GET,GEF Trust Fund,Observatoire du Sahel et du Sahara,NGO,,,0,0,0,0,0,0,0,0,0,0,Andrea Merla,,,,-9-,,,,,,,0,,,,,,,,600000,,,600000,146000,,,816000,,,20-Sep-02,,,,18-Dec-02,18-Dec-02,,,,,,,,,6-May-03,,,,1-May-03,1-Jul-05,30-Jun-06,,30-Jun-06,,1-Dec-06,,,,1-May-03,,,"AFR, REG,"
3026,UNEP,UNEP,,ECA,,Latvia,,LV,Biodiversity,B,B,Support the Implementation of the National Biosafety Framework,GEF - 3,MSP,Medium Size Project,Dropped,GET,GEF Trust Fund,"Latvia Food Center, University of Latvia",Government,,,1,0,0,0,0,0,0,0,0,0,Paz Valiente,,,,-1-3-4-2-,,,,,,,0,,,,,,,,605950,,,605950,54536,,,300150,,,2-Dec-05,,,,,,,8-Oct-09,,,,,,,,,,,,,,,,,,,,,,,,"ECA,"
4181,UNEP,UNEP,,Asia,,Yemen,,YE,Biodiversity,B,B,Implementation of the National Biosafety Framework of Yemen,GEF - 4,MSP,Medium Size Project,Dropped,GET,GEF Trust Fund,,,,,0,0,0,0,0,0,0,0,0,0,Jaime Cavelier,336880,,,,BD-6;,;6;,,,,,0,,,,,,,,614000,,,614000,61400,,,565000,,,30-Nov-09,,,,,,,30-Jun-10,,,,,,,,,,31-Oct-10,,1-Jul-14,,,,,,,,,,31-Oct-12,,"ECA,"
4024,UNEP,UNEP,,Asia,,Regional,"Cook Islands, Nauru, Tonga, Tuvalu","00, CK, NR, TO, TV",Biodiversity,B,B,Implementing the Island Biodiversity Programme of Work by Integrating the Conservation Management of Island Biodiversity,GEF - 4,FP,Full Size Project,Dropped,GET,GEF Trust Fund,,,PAS,,0,0,0,0,0,0,0,0,0,0,Nicole Glineur,,,,,BD-4;,;4;,,,,,0,,,,,,,,620600,,,620600,174600,,,870000,,,26-Jun-09,,30-Nov-09,,,,,30-Jun-10,,,,,,,,,,30-Sep-10,,31-Aug-13,,,,,,,,,,31-Mar-12,,"SIDS, REG,"
907,UNEP,UNEP,,Asia,,Nepal,,NP,Biodiversity,B,B,Arun Valley Sustainable Resource Use and Management Pilot Demonstration Project,GEF - 2,MSP,Medium Size Project,Project Closure,GET,GEF Trust Fund,Rural Reconstruction Nepal (RRN),NGO,,,0,0,0,0,0,0,0,0,0,0,Kanta Kumari,,,,-3-,,,,,,,0,,,,,,,,625000,,,625000,146000,,,175000,,,,,,,30-Nov-00,30-Nov-00,,,,,,,,,2-Feb-01,,,,2-Jan-01,30-Apr-04,1-May-04,,31-Dec-05,,1-Dec-04,,,,2-Jan-01,,,"Asia,"
2040,UNDP,UNDP,,CEX,,Global,,1W,Climate Change,C,C,Technical Assistance to Least Developed Countries (LDCs) to Implement the UNFCCC8/CP8 Decision,GEF - 3,MSP,Medium Size Project,Under Implmentation,LDCF,Least Developed Countries Fund,UNITAR,Multilateral,,,0,0,0,0,0,0,0,0,0,0,Avani Vaish,,2920,,-EA-,,,,,,,0,,,,,,,,633538,,,633538,60206,,,238000,,,,,,,16-Apr-03,16-Apr-03,,,,,,,,,23-Sep-03,,,,23-Sep-03,,,,,,,,,,,,,"CEX,"
3060,IFAD,IFAD,,CEX,"Asia, ECA, LAC",Global,"Asia/Pacific, Latin America and Caribbean, Europe and Central Asia","1W, 4A, 6L, 7E",Land Degradation,L,L,Supporting Capacity Building for the Third National Reporting to CRIC-5/COP-8,GEF - 3,MSP,Medium Size Project,Project Completion,GET,GEF Trust Fund,IFAD,Multilateral,,,0,0,0,0,0,0,0,0,0,0,Walter J. Lusigi,,,,-15-,,,,,,,0,,,,,,,,637200,,,637200,57348,,,506000,,,31-Jan-06,,,,31-Mar-06,31-Mar-06,,,,,,,,,4-May-06,,,,,,18-Dec-09,,,,,,,,,,,"Asia, ECA, LAC, CEX,"
4458,UNDP,UNDP,,ECA,,Moldova,,MD,POPs,P,P,Mainstreaming of POPs and other Chemicals Management Priorities into National Development Planning,GEF - 5,MSP,Medium Size Project,Dropped,GET,GEF Trust Fund,,,,,0,0,0,0,0,0,0,0,0,0,Anil Sookdeo,306803,4693,,,,,CHEM-1; CHEM-3; CHEM-4; ,,,,0,,,,,,,,640000,,,640000,64000,,,450000,,,4-Feb-11,,,,,,,10-Dec-12,,,,,,,,,,,,,,,,,,,,,,,,"ECA,"
2819,UNEP,UNEP,,Asia,,Cambodia,,KH,Biodiversity,B,B,Implementation of the National Biosafety Framework of Cambodia,GEF - 3,MSP,Medium Size Project,Project Completion,GET,GEF Trust Fund,Ministry of Environment,Government,,,1,0,0,0,0,0,0,0,0,0,Paz Valiente,,,,-1-2-3-4-13-,,,,,,,0,,,,,,,,641280,,,641280,57715,,,459125,,,18-May-05,,,,3-Mar-06,3-Mar-06,,,,,,,,,11-Jul-06,,,,1-Aug-06,1-Jul-11,1-Jun-10,,,,,,,,11-Jul-06,31-Dec-08,,"Asia,"
2873,UNDP,UNDP,,CEX,,Global,,1W,Climate Change,C,C,Productive Use of Renewable Energy - A Knowledge Management Approach (PURE-KM),GEF - 3,MSP,Medium Size Project,Dropped,GET,GEF Trust Fund,UNDP/BDP (DEX Execution Modality). ,Multilateral,,,0,0,0,0,0,0,0,0,0,0,Christine Woerlen,,3580,,-6-,,,,,,,25000,,25000,,,,,,650000,,,650000,,,,,,,28-Jul-05,,,,,,,8-Oct-09,,,,,,,,,,,,,,,,,,,,,,,,"CEX,"
4408,UNIDO,UNIDO,,Asia,,Philippines,,PH,POPs,P,P,"Pilot Mercury Waste Prevention, Management and Recycling from Fluorescent Lamps and Batteries",GEF - 5,MSP,Medium Size Project,CEO PIF Rejection,GET,GEF Trust Fund,Department of Environment and Natural Resources,Government,,,0,0,0,0,0,0,0,0,0,0,Jie Pan,306803,,,,,,CHEM-3; ,,,,0,,,,,,,,650000,,,650000,65000,,,1550000,,,27-Oct-10,,,,,,,,,1-Feb-12,,,,,,,,,,,,,,,,,,,,,,"Asia,"
3137,UNEP,UNEP,,Asia,,Fiji,,FJ,Climate Change,C,C,PAS Adaptation to Climate Change in the Tourism sector in Fiji Islands - under the GEF Pacific Alliance for Sustainability,GEF - 4,MSP,Medium Size Project,Dropped,SCCF,Special Climate Change Fund,WTO,Multilateral,,,0,0,0,0,0,0,0,0,0,0,Bonizella Biagini,,,,-SCCF-,,,,,,,25000,,25000,,,,,,660000,,,660000,68500,,,918000,,,8-Mar-06,,,,,,,30-Jun-14,,,,,,,,,,,,,,,,,,,,,,,,"SIDS,"
2837,UNEP,UNEP,,ECA,,Estonia,,EE,Biodiversity,B,B,Support the Implementation of the National Biosafety Framework,GEF - 3,MSP,Medium Size Project,Project Completion,GET,GEF Trust Fund,Tallinn University of Technology (TTU),Institute,,,0,0,0,0,0,0,0,0,0,0,Paz Valiente,,,,-1-2-3-4-13-,,,,,,,0,,,,,,,,669000,,,669000,60210,,,284000,,,9-Jun-05,,,,8-Feb-06,8-Feb-06,,,,,,,,,28-Aug-06,,,,28-Aug-06,1-Dec-10,1-Jul-10,,,,,,,,28-Aug-06,31-Dec-08,,"ECA,"
4079,UNEP,UNEP,,AFR,,Congo,,CG,Biodiversity,B,B,Implementation of National Biosafety Framework for Congo,GEF - 4,MSP,Medium Size Project,Dropped,GET,GEF Trust Fund,Direction General of Environment,Government,PAN,Child,0,0,0,0,0,0,0,0,0,0,Jaime Cavelier,329964,,,,BD-6;,;6;,,,,,0,,,,,,,,670000,,,670000,67000,,,415000,,,31-Aug-09,,,,,,,30-Jun-10,,,,,,,,,,1-Sep-10,,1-Aug-14,,,,,,,,,,1-Sep-12,,"AFR,"
2842,UNEP,UNEP,,Asia,,Korea DPR,,KP,Biodiversity,B,B,Capacity Building for the Implementation of the National Biosafety Framework,GEF - 3,MSP,Medium Size Project,Dropped,GET,GEF Trust Fund,National Coordinating Committee for Environment,Government,,,1,0,0,0,0,0,0,0,0,0,Paz Valiente,,,,-1-2-3-4-13-,,,,,,,0,,,,,,,,673000,,,673000,60570,,,487600,,,2-Jun-05,,,,,,,8-Oct-09,,,,,,,,,,,,,,,,,,,,,,,,"Asia,"
1939,World Bank,World Bank,,Asia,,Mongolia,,MN,Biodiversity,B,B,Conservation and Sustainable Use of Medicinal Plants,GEF - 3,MSP,Medium Size Project,Dropped,GET,GEF Trust Fund,Ministry of Health,Government,,,0,0,0,0,0,0,0,0,0,0,Andrea Kutter,,,,-1-,,,,,,,25000,,25000,,,,,,675000,,,675000,,,,700000,,,5-Nov-02,,,,,,,3-Jul-09,,,,,,,,,,,,,,,,,,,,,,,,"Asia,"
2838,UNEP,UNEP,,ECA,,Lithuania,,LT,Biodiversity,B,B,Support for the Implementation of the National Biosafety Framework,GEF - 3,MSP,Medium Size Project,Project Completion,GET,GEF Trust Fund,"GMO Division. Ministry of Environment, Lithuania.",Government,,,1,0,0,0,0,0,0,0,0,0,Paz Valiente,,,,-1-2-3-4-13-,,,,,,,0,,,,,,,,687400,,,687400,61866,,,404000,,,9-Jun-05,,,,8-Feb-06,8-Feb-06,,,,,,,,,5-Jul-06,,,,5-Jul-06,1-Jul-10,1-Jul-10,,,,,,,,5-Jul-06,31-Dec-08,,"ECA,"
819,UNEP,UNEP,,CEX,,Global,,1W,Climate Change,C,C,Fuel Cell Bus and Distributed Power Generation Market Prospects and Intervention Strategy Options,GEF - 2,MSP,Medium Size Project,Project Closure,GET,GEF Trust Fund,UNDP/IFC,Multilateral,,,0,0,0,0,0,0,0,0,0,0,,,,,-7-11-,,,,,,,0,,,,,,,,691000,,,691000,146000,,,225000,,,,,,,6-Apr-00,6-Apr-00,,,,,,,,,30-Apr-00,,,,30-Jun-00,22-Oct-00,1-Sep-01,,30-Aug-01,,1-Dec-02,,,,30-Jun-00,,,"CEX,"
1513,UNEP,UNEP,,REG,AFR,Regional,"Eritrea, Ethiopia, Kenya, Tanzania, Uganda","00, KE, TZ, UG, ET, ER",Climate Change,C,C,Building Sustainable Commercial Dissemination Networks for Household PV Systems in Eastern Africa,GEF - 3,MSP,Medium Size Project,Project Closure,GET,GEF Trust Fund,"Energy Alternatives AFRICA, Ltd. / now called: Energy for Sustainable Development AFRICA, Ltd.",Private Sector,,,0,0,0,0,0,0,0,0,0,0,Christine Woerlen,,,,-6-,,,,,,,24400,,24400,,,,,,693600,,,693600,146000,,,539630,,,15-Jun-04,,,,18-Aug-04,18-Aug-04,,,,,,,,,22-Oct-04,,,,1-Apr-05,31-Dec-06,31-Dec-06,,,,,,,,1-Apr-05,,,"AFR, REG,"
405,UNDP,UNDP,,ECA,,Regional,"Bulgaria, Georgia, Romania, Russian Federation, Turkey, Ukraine","00, BG, GE, RO, RU, TR, UA",International Waters,I,I,Black Sea Environmental Management,Pilot Phase,FP,Full Size Project,Project Closure,GET,GEF Trust Fund,United Nations Office for Projects Services,Multilateral,,,0,0,0,0,0,0,0,0,0,0,,,240,,,,,,,,,0,,,,,,,,693750,,,693750,,,,37500,,,16-Dec-97,,1-May-92,1-May-92,1-May-92,,,,,,,,,,9-Apr-97,,,,9-Apr-97,1-Jun-96,1-Jun-96,,31-Mar-06,,19-Nov-01,,,,1-Mar-98,,,"ECA, REG,"
